Local Site Name,Month_Year,Site Latitude,Site Longitude,CO,NO,PM10,PM2.5,SO2
CTA BUILDING,2011-07,41.877682,-87.635027,6.354838709677419,36.354838709677416,,,
CTA BUILDING,2011-08,41.877682,-87.635027,5.096774193548387,36.608695652173914,,,
CTA BUILDING,2011-09,41.877682,-87.635027,7.433333333333334,33.4,,,
CTA BUILDING,2011-10,41.877682,-87.635027,7.419354838709677,43.645161290322584,,,
CTA BUILDING,2011-11,41.877682,-87.635027,6.666666666666667,31.9,,,
CTA BUILDING,2011-12,41.877682,-87.635027,6.032258064516129,31.612903225806452,,,
CTA BUILDING,2012-01,41.877682,-87.635027,7.516129032258065,36.16129032258065,,,
CTA BUILDING,2012-02,41.877682,-87.635027,6.310344827586207,34.827586206896555,,,
CTA BUILDING,2012-03,41.877682,-87.635027,5.935483870967742,32.354838709677416,,,
CTA BUILDING,2012-04,41.877682,-87.635027,4.9,34.5,,,
CTA BUILDING,2012-05,41.877682,-87.635027,5.967741935483871,41.41935483870968,,,
CTA BUILDING,2012-06,41.877682,-87.635027,6.4,39.766666666666666,,,
CTA BUILDING,2012-07,41.877682,-87.635027,6.258064516129032,42.666666666666664,,,
CTA BUILDING,2012-08,41.877682,-87.635027,4.967741935483871,43.45161290322581,,,
CTA BUILDING,2012-09,41.877682,-87.635027,6.133333333333334,39.43333333333333,,,
CTA BUILDING,2012-10,41.877682,-87.635027,6.387096774193548,39.42857142857143,,,
CTA BUILDING,2012-11,41.877682,-87.635027,7.333333333333333,,,,
CTA BUILDING,2012-12,41.877682,-87.635027,5.903225806451613,32.333333333333336,,,
CTA BUILDING,2013-01,41.877682,-87.635027,,35.67741935483871,,,
CTA BUILDING,2013-02,41.877682,-87.635027,,39.42857142857143,,,
CTA BUILDING,2013-03,41.877682,-87.635027,,39.483870967741936,,,
CTA BUILDING,2013-04,41.877682,-87.635027,,35.5,,,
CTA BUILDING,2013-05,41.877682,-87.635027,,40.354838709677416,,,
CTA BUILDING,2013-06,41.877682,-87.635027,,35.0,,,
CTA BUILDING,2013-07,41.877682,-87.635027,,31.35483870967742,,,
CTA BUILDING,2013-08,41.877682,-87.635027,,33.96774193548387,,,
CTA BUILDING,2013-09,41.877682,-87.635027,,29.666666666666668,,,
CTA BUILDING,2013-10,41.877682,-87.635027,,31.870967741935484,,,
CTA BUILDING,2013-11,41.877682,-87.635027,,31.6,,,
CTA BUILDING,2013-12,41.877682,-87.635027,,32.96774193548387,,,
CTA BUILDING,2014-01,41.877682,-87.635027,,34.38709677419355,,,
CTA BUILDING,2014-02,41.877682,-87.635027,,42.19230769230769,,,
CTA BUILDING,2014-03,41.877682,-87.635027,,40.32258064516129,,,
CTA BUILDING,2014-04,41.877682,-87.635027,,34.3,,,
CTA BUILDING,2014-05,41.877682,-87.635027,,31.774193548387096,,,
CTA BUILDING,2014-06,41.877682,-87.635027,,35.06666666666667,,,
CTA BUILDING,2014-07,41.877682,-87.635027,,29.428571428571427,,,
CTA BUILDING,2014-08,41.877682,-87.635027,,33.0,,,
CTA BUILDING,2014-09,41.877682,-87.635027,,38.94444444444444,,,
CTA BUILDING,2014-10,41.877682,-87.635027,,26.838709677419356,,,
CTA BUILDING,2014-11,41.877682,-87.635027,,28.733333333333334,,,
CTA BUILDING,2014-12,41.877682,-87.635027,,30.322580645161292,,,
CTA BUILDING,2015-01,41.877682,-87.635027,,32.107142857142854,,,
CTA BUILDING,2015-03,41.877682,-87.635027,,37.84615384615385,,,
CTA BUILDING,2015-04,41.877682,-87.635027,,35.46666666666667,,,
CTA BUILDING,2015-05,41.877682,-87.635027,,30.06451612903226,,,
CTA BUILDING,2015-06,41.877682,-87.635027,,32.46666666666667,,,
CTA BUILDING,2015-07,41.877682,-87.635027,,28.035714285714285,,,
CTA BUILDING,2015-08,41.877682,-87.635027,,13.107142857142858,,,
CTA BUILDING,2015-09,41.877682,-87.635027,,14.5,,,
CTA BUILDING,2015-10,41.877682,-87.635027,,26.967741935483872,,,
CTA BUILDING,2015-11,41.877682,-87.635027,,34.0,,,
CTA BUILDING,2015-12,41.877682,-87.635027,,28.032258064516128,,,
CTA BUILDING,2016-01,41.877682,-87.635027,,32.354838709677416,,,
CTA BUILDING,2016-02,41.877682,-87.635027,,34.275862068965516,,,
CTA BUILDING,2016-03,41.877682,-87.635027,,33.16129032258065,,,
CTA BUILDING,2016-04,41.877682,-87.635027,,31.566666666666663,,,
CTA BUILDING,2016-05,41.877682,-87.635027,,37.096774193548384,,,
CTA BUILDING,2016-06,41.877682,-87.635027,,32.43333333333333,,,
CTA BUILDING,2016-07,41.877682,-87.635027,,29.967741935483872,,,
CTA BUILDING,2016-08,41.877682,-87.635027,,29.88888888888889,,,
CTA BUILDING,2016-12,41.877682,-87.635027,,31.0,,,
CTA BUILDING,2017-01,41.877682,-87.635027,,30.64516129032258,,,
CTA BUILDING,2017-02,41.877682,-87.635027,,28.392857142857142,,,
CTA BUILDING,2017-03,41.877682,-87.635027,,24.677419354838708,,,
CTA BUILDING,2017-04,41.877682,-87.635027,,30.866666666666667,,,
CTA BUILDING,2017-05,41.877682,-87.635027,,15.741935483870968,,,
CTA BUILDING,2017-06,41.877682,-87.635027,,16.566666666666666,,,
CTA BUILDING,2017-07,41.877682,-87.635027,,27.93548387096774,,,
CTA BUILDING,2017-08,41.877682,-87.635027,,30.419354838709676,,,
CTA BUILDING,2017-09,41.877682,-87.635027,,26.033333333333335,,,
CTA BUILDING,2017-10,41.877682,-87.635027,,23.64516129032258,,,
CTA BUILDING,2017-11,41.877682,-87.635027,,30.066666666666663,,,
CTA BUILDING,2017-12,41.877682,-87.635027,,30.774193548387096,,,
GRAVES ES,2014-07,41.7827660079251,-87.8053767946675,,,,56.142857142857146,
GRAVES ES,2014-08,41.7827660079251,-87.8053767946675,,,,60.0,
GRAVES ES,2014-09,41.7827660079251,-87.8053767946675,,,,45.75,
GRAVES ES,2014-10,41.7827660079251,-87.8053767946675,,,,37.25,
GRAVES ES,2014-11,41.7827660079251,-87.8053767946675,,,,47.0,
GRAVES ES,2014-12,41.7827660079251,-87.8053767946675,,,,49.27272727272727,
GRAVES ES,2015-01,41.7827660079251,-87.8053767946675,,,,53.25,
GRAVES ES,2015-02,41.7827660079251,-87.8053767946675,,,,52.25,
GRAVES ES,2015-03,41.7827660079251,-87.8053767946675,,,,57.45454545454545,
GRAVES ES,2015-04,41.7827660079251,-87.8053767946675,,,,40.0,
GRAVES ES,2015-05,41.7827660079251,-87.8053767946675,,,,40.5,
GRAVES ES,2015-06,41.7827660079251,-87.8053767946675,,,,50.333333333333336,
GRAVES ES,2015-07,41.7827660079251,-87.8053767946675,,,,62.44444444444444,
GRAVES ES,2015-08,41.7827660079251,-87.8053767946675,,,,49.166666666666664,
GRAVES ES,2015-09,41.7827660079251,-87.8053767946675,,,,46.4,
GRAVES ES,2015-10,41.7827660079251,-87.8053767946675,,,,43.1,
GRAVES ES,2015-11,41.7827660079251,-87.8053767946675,,,,44.1,
GRAVES ES,2015-12,41.7827660079251,-87.8053767946675,,,,42.8,
GRAVES ES,2016-01,41.7827660079251,-87.8053767946675,,,,45.4,
GRAVES ES,2016-02,41.7827660079251,-87.8053767946675,,,,48.285714285714285,
GRAVES ES,2016-03,41.7827660079251,-87.8053767946675,,,,41.0,
GRAVES ES,2016-04,41.7827660079251,-87.8053767946675,,,,46.2,
GRAVES ES,2016-05,41.7827660079251,-87.8053767946675,,,,48.8,
GRAVES ES,2016-06,41.7827660079251,-87.8053767946675,,,,45.0,
GRAVES ES,2016-07,41.7827660079251,-87.8053767946675,,,,50.4,
GRAVES ES,2016-08,41.7827660079251,-87.8053767946675,,,,40.888888888888886,
GRAVES ES,2016-09,41.7827660079251,-87.8053767946675,,,,41.5,
GRAVES ES,2016-10,41.7827660079251,-87.8053767946675,,,,41.7,
GRAVES ES,2016-11,41.7827660079251,-87.8053767946675,,,,49.333333333333336,
GRAVES ES,2016-12,41.7827660079251,-87.8053767946675,,,,43.333333333333336,
GRAVES ES,2017-01,41.7827660079251,-87.8053767946675,,,,51.90909090909091,
GRAVES ES,2017-02,41.7827660079251,-87.8053767946675,,,,43.333333333333336,
GRAVES ES,2017-03,41.7827660079251,-87.8053767946675,,,,31.0,
GRAVES ES,2017-04,41.7827660079251,-87.8053767946675,,,,39.5,
GRAVES ES,2017-05,41.7827660079251,-87.8053767946675,,,,40.375,
GRAVES ES,2017-06,41.7827660079251,-87.8053767946675,,,,43.166666666666664,
GRAVES ES,2017-07,41.7827660079251,-87.8053767946675,,,,44.0,
GRAVES ES,2017-08,41.7827660079251,-87.8053767946675,,,,48.8,
GRAVES ES,2017-09,41.7827660079251,-87.8053767946675,,,,53.888888888888886,
GRAVES ES,2017-10,41.7827660079251,-87.8053767946675,,,,32.44444444444444,
GRAVES ES,2017-11,41.7827660079251,-87.8053767946675,,,,32.25,
GRAVES ES,2017-12,41.7827660079251,-87.8053767946675,,,,45.0,
GRAVES ES,2018-01,41.7827660079251,-87.8053767946675,,,,50.9,
GRAVES ES,2018-02,41.7827660079251,-87.8053767946675,,,,43.5,
GRAVES ES,2018-03,41.7827660079251,-87.8053767946675,,,,42.0,
GRAVES ES,2018-04,41.7827660079251,-87.8053767946675,,,,42.5,
GRAVES ES,2018-05,41.7827660079251,-87.8053767946675,,,,50.2,
GRAVES ES,2018-06,41.7827660079251,-87.8053767946675,,,,46.857142857142854,
GRAVES ES,2018-07,41.7827660079251,-87.8053767946675,,,,54.0,
GRAVES ES,2018-08,41.7827660079251,-87.8053767946675,,,,58.7,
GRAVES ES,2018-09,41.7827660079251,-87.8053767946675,,,,44.2,
GRAVES ES,2018-10,41.7827660079251,-87.8053767946675,,,,41.2,
GRAVES ES,2018-11,41.7827660079251,-87.8053767946675,,,,39.666666666666664,
GRAVES ES,2018-12,41.7827660079251,-87.8053767946675,,,,59.81818181818182,
GRAVES ES,2019-01,41.7827660079251,-87.8053767946675,,,,51.4,
GRAVES ES,2019-02,41.7827660079251,-87.8053767946675,,,,46.55555555555556,
GRAVES ES,2019-03,41.7827660079251,-87.8053767946675,,,,41.54545454545455,
GRAVES ES,2019-04,41.7827660079251,-87.8053767946675,,,,34.75,
GRAVES ES,2019-05,41.7827660079251,-87.8053767946675,,,,36.1,
GRAVES ES,2019-06,41.7827660079251,-87.8053767946675,,,,46.4,
GRAVES ES,2019-07,41.7827660079251,-87.8053767946675,,,,52.5,
GRAVES ES,2019-08,41.7827660079251,-87.8053767946675,,,,44.18181818181818,
GRAVES ES,2019-09,41.7827660079251,-87.8053767946675,,,,46.3,
GRAVES ES,2019-10,41.7827660079251,-87.8053767946675,,,,40.5,
GRAVES ES,2019-11,41.7827660079251,-87.8053767946675,,,,45.333333333333336,
GRAVES ES,2019-12,41.7827660079251,-87.8053767946675,,,,55.09090909090909,
GRAVES ES,2020-01,41.7827660079251,-87.8053767946675,,,,48.92307692307692,
GRAVES ES,2020-02,41.7827660079251,-87.8053767946675,,,,50.55555555555556,
GRAVES ES,2020-03,41.7827660079251,-87.8053767946675,,,,43.0,
GRAVES ES,2020-04,41.7827660079251,-87.8053767946675,,,,40.75,
GRAVES ES,2020-05,41.7827660079251,-87.8053767946675,,,,36.833333333333336,
GRAVES ES,2020-06,41.7827660079251,-87.8053767946675,,,,42.53846153846154,
GRAVES ES,2020-07,41.7827660079251,-87.8053767946675,,,,47.333333333333336,
GRAVES ES,2020-08,41.7827660079251,-87.8053767946675,,,,43.46666666666667,
GRAVES ES,2020-09,41.7827660079251,-87.8053767946675,,,,43.61538461538461,
GRAVES ES,2020-10,41.7827660079251,-87.8053767946675,,,,26.76923076923077,
GRAVES ES,2020-11,41.7827660079251,-87.8053767946675,,,,40.69230769230769,
GRAVES ES,2020-12,41.7827660079251,-87.8053767946675,,,,53.0,
GRAVES ES,2021-01,41.7827660079251,-87.8053767946675,,,,47.69230769230769,
GRAVES ES,2021-02,41.7827660079251,-87.8053767946675,,,,58.84615384615385,
GRAVES ES,2021-03,41.7827660079251,-87.8053767946675,,,,45.86666666666667,
GRAVES ES,2021-04,41.7827660079251,-87.8053767946675,,,,45.6,
GRAVES ES,2021-05,41.7827660079251,-87.8053767946675,,,,39.142857142857146,
GRAVES ES,2021-06,41.7827660079251,-87.8053767946675,,,,44.0,
GRAVES ES,2021-07,41.7827660079251,-87.8053767946675,,,,53.2,
GRAVES ES,2021-08,41.7827660079251,-87.8053767946675,,,,55.266666666666666,
GRAVES ES,2021-09,41.7827660079251,-87.8053767946675,,,,39.36363636363637,
GRAVES ES,2021-10,41.7827660079251,-87.8053767946675,,,,39.75,
GRAVES ES,2021-11,41.7827660079251,-87.8053767946675,,,,46.46153846153846,
GRAVES ES,2021-12,41.7827660079251,-87.8053767946675,,,,43.357142857142854,
GRAVES ES,2022-01,41.7827660079251,-87.8053767946675,,,,44.5,
GRAVES ES,2022-02,41.7827660079251,-87.8053767946675,,,,44.8,
GRAVES ES,2022-03,41.7827660079251,-87.8053767946675,,,,32.15384615384615,
GRAVES ES,2022-04,41.7827660079251,-87.8053767946675,,,,42.86666666666667,
GRAVES ES,2022-05,41.7827660079251,-87.8053767946675,,,,42.46666666666667,
GRAVES ES,2022-06,41.7827660079251,-87.8053767946675,,,,43.06666666666667,
GRAVES ES,2022-07,41.7827660079251,-87.8053767946675,,,,48.0625,
GRAVES ES,2022-08,41.7827660079251,-87.8053767946675,,,,44.8,
GRAVES ES,2022-09,41.7827660079251,-87.8053767946675,,,,43.42857142857143,
GRAVES ES,2022-10,41.7827660079251,-87.8053767946675,,,,44.42857142857143,
GRAVES ES,2022-11,41.7827660079251,-87.8053767946675,,,,48.4,
GRAVES ES,2022-12,41.7827660079251,-87.8053767946675,,,,52.64705882352941,
GRAVES ES,2023-01,41.7827660079251,-87.8053767946675,,,,48.266666666666666,
GRAVES ES,2023-02,41.7827660079251,-87.8053767946675,,,,41.30769230769231,
GRAVES ES,2023-03,41.7827660079251,-87.8053767946675,,,,37.75,
GRAVES ES,2023-04,41.7827660079251,-87.8053767946675,,,,35.4,
GRAVES ES,2023-05,41.7827660079251,-87.8053767946675,,,,48.266666666666666,
GRAVES ES,2023-06,41.7827660079251,-87.8053767946675,,,,69.0,
GRAVES ES,2023-07,41.7827660079251,-87.8053767946675,,,,52.13333333333333,
GRAVES ES,2023-08,41.7827660079251,-87.8053767946675,,,,53.4375,
GRAVES ES,2023-09,41.7827660079251,-87.8053767946675,,,,53.0,
GRAVES ES,2023-10,41.7827660079251,-87.8053767946675,,,,37.46666666666667,
GRAVES ES,2023-11,41.7827660079251,-87.8053767946675,,,,47.86666666666667,
GRAVES ES,2023-12,41.7827660079251,-87.8053767946675,,,,43.5,
GRAVES ES,2024-01,41.7827660079251,-87.8053767946675,,,,38.07142857142857,
GRAVES ES,2024-02,41.7827660079251,-87.8053767946675,,,,43.0,
GRAVES ES,2024-03,41.7827660079251,-87.8053767946675,,,,40.88235294117647,
GRAVES ES,2024-04,41.7827660079251,-87.8053767946675,,,,22.466666666666665,
GRAVES ES,2024-05,41.7827660079251,-87.8053767946675,,,,40.4,
GRAVES ES,2024-06,41.7827660079251,-87.8053767946675,,,,38.0,
GRAVES ES,2024-07,41.7827660079251,-87.8053767946675,,,,45.8,
GRAVES ES,2024-08,41.7827660079251,-87.8053767946675,,,,41.875,
GRAVES ES,2024-09,41.7827660079251,-87.8053767946675,,,,41.0,
GRAVES ES,2024-10,41.7827660079251,-87.8053767946675,,,,42.416666666666664,
GRAVES ES,2024-11,41.7827660079251,-87.8053767946675,,,,32.42857142857143,
GRAVES ES,2024-12,41.7827660079251,-87.8053767946675,,,,40.8,
IEPA TRAILER,2011-01,41.9651934814238,-87.8762647334973,6.806451612903226,34.064516129032256,,,
IEPA TRAILER,2011-02,41.9651934814238,-87.8762647334973,6.214285714285714,39.333333333333336,,,
IEPA TRAILER,2011-03,41.9651934814238,-87.8762647334973,6.161290322580645,42.333333333333336,,,
IEPA TRAILER,2011-04,41.9651934814238,-87.8762647334973,6.366666666666666,38.43333333333333,,,
IEPA TRAILER,2011-05,41.9651934814238,-87.8762647334973,6.32258064516129,33.935483870967744,,,
IEPA TRAILER,2011-06,41.9651934814238,-87.8762647334973,6.633333333333334,35.733333333333334,,,
IEPA TRAILER,2011-07,41.9651934814238,-87.8762647334973,6.387096774193548,40.0,,,
IEPA TRAILER,2011-08,41.9651934814238,-87.8762647334973,5.967741935483871,35.5,,,
IEPA TRAILER,2011-09,41.9651934814238,-87.8762647334973,6.7,29.4,,,
IEPA TRAILER,2011-10,41.9651934814238,-87.8762647334973,8.806451612903226,34.25806451612903,,,
IEPA TRAILER,2011-11,41.9651934814238,-87.8762647334973,7.233333333333333,31.4,,,
IEPA TRAILER,2011-12,41.9651934814238,-87.8762647334973,5.741935483870968,31.29032258064516,,,
IEPA TRAILER,2012-01,41.9651934814238,-87.8762647334973,7.903225806451613,38.62068965517241,,,
IEPA TRAILER,2012-02,41.9651934814238,-87.8762647334973,7.0,42.5,,,
IEPA TRAILER,2012-03,41.9651934814238,-87.8762647334973,6.193548387096774,34.592592592592595,,,
IEPA TRAILER,2012-04,41.9651934814238,-87.8762647334973,5.333333333333333,37.0,,,
IEPA TRAILER,2012-05,41.9651934814238,-87.8762647334973,6.580645161290323,40.166666666666664,,,
IEPA TRAILER,2012-06,41.9651934814238,-87.8762647334973,6.766666666666667,33.833333333333336,,,
IEPA TRAILER,2012-07,41.9651934814238,-87.8762647334973,6.483870967741935,34.83870967741935,,,
IEPA TRAILER,2012-08,41.9651934814238,-87.8762647334973,6.483870967741935,42.25806451612903,,,
IEPA TRAILER,2012-09,41.9651934814238,-87.8762647334973,6.7,37.06666666666667,,,
IEPA TRAILER,2012-10,41.9651934814238,-87.8762647334973,6.870967741935484,28.833333333333332,,,
IEPA TRAILER,2012-11,41.9651934814238,-87.8762647334973,8.866666666666667,32.7,,,
IEPA TRAILER,2012-12,41.9651934814238,-87.8762647334973,6.451612903225806,26.806451612903224,,,
IEPA TRAILER,2013-01,41.9651934814238,-87.8762647334973,,33.064516129032256,,,
IEPA TRAILER,2013-02,41.9651934814238,-87.8762647334973,,36.0,,,
IEPA TRAILER,2013-03,41.9651934814238,-87.8762647334973,,42.90909090909091,,,
IEPA TRAILER,2013-04,41.9651934814238,-87.8762647334973,,32.91304347826087,,,
IEPA TRAILER,2013-05,41.9651934814238,-87.8762647334973,,32.93103448275862,,,
IEPA TRAILER,2013-06,41.9651934814238,-87.8762647334973,,29.8,,,
IEPA TRAILER,2013-07,41.9651934814238,-87.8762647334973,,26.733333333333334,,,
IEPA TRAILER,2013-08,41.9651934814238,-87.8762647334973,,27.653846153846153,,,
IEPA TRAILER,2013-09,41.9651934814238,-87.8762647334973,,27.6,,,
IEPA TRAILER,2013-10,41.9651934814238,-87.8762647334973,,31.428571428571427,,,
IEPA TRAILER,2013-11,41.9651934814238,-87.8762647334973,,25.142857142857142,,,
IEPA TRAILER,2013-12,41.9651934814238,-87.8762647334973,,29.741935483870968,,,
IEPA TRAILER,2014-01,41.9651934814238,-87.8762647334973,,37.29032258064516,,,
IEPA TRAILER,2014-02,41.9651934814238,-87.8762647334973,,39.25,,,
IEPA TRAILER,2014-03,41.9651934814238,-87.8762647334973,,38.096774193548384,,,
IEPA TRAILER,2014-04,41.9651934814238,-87.8762647334973,,34.733333333333334,,,
IEPA TRAILER,2014-05,41.9651934814238,-87.8762647334973,,27.774193548387096,,,
IEPA TRAILER,2014-06,41.9651934814238,-87.8762647334973,,30.0,,,
IEPA TRAILER,2014-07,41.9651934814238,-87.8762647334973,,28.29032258064516,,54.0,
IEPA TRAILER,2014-08,41.9651934814238,-87.8762647334973,,30.451612903225808,,58.142857142857146,
IEPA TRAILER,2014-09,41.9651934814238,-87.8762647334973,,32.61538461538461,,54.84615384615385,
IEPA TRAILER,2014-10,41.9651934814238,-87.8762647334973,,28.576923076923077,,41.266666666666666,
IEPA TRAILER,2014-11,41.9651934814238,-87.8762647334973,,26.7,,47.92857142857143,
IEPA TRAILER,2014-12,41.9651934814238,-87.8762647334973,,26.29032258064516,,46.11764705882353,
IEPA TRAILER,2015-01,41.9651934814238,-87.8762647334973,,37.64,,59.86666666666667,
IEPA TRAILER,2015-02,41.9651934814238,-87.8762647334973,,39.208333333333336,,58.833333333333336,
IEPA TRAILER,2015-03,41.9651934814238,-87.8762647334973,,36.758620689655174,,59.8,
IEPA TRAILER,2015-04,41.9651934814238,-87.8762647334973,,32.43333333333333,,46.214285714285715,
IEPA TRAILER,2015-05,41.9651934814238,-87.8762647334973,,26.806451612903224,,45.90909090909091,
IEPA TRAILER,2015-06,41.9651934814238,-87.8762647334973,,29.615384615384617,,51.857142857142854,
IEPA TRAILER,2015-07,41.9651934814238,-87.8762647334973,,28.258064516129032,,70.92857142857143,
IEPA TRAILER,2015-08,41.9651934814238,-87.8762647334973,,26.903225806451612,,52.1875,
IEPA TRAILER,2015-09,41.9651934814238,-87.8762647334973,,28.6,,48.5,
IEPA TRAILER,2015-10,41.9651934814238,-87.8762647334973,,24.29032258064516,,43.8,
IEPA TRAILER,2015-11,41.9651934814238,-87.8762647334973,,27.066666666666663,,47.4,
IEPA TRAILER,2015-12,41.9651934814238,-87.8762647334973,,19.0,,40.38461538461539,
IEPA TRAILER,2016-01,41.9651934814238,-87.8762647334973,,28.70967741935484,,53.0,
IEPA TRAILER,2016-02,41.9651934814238,-87.8762647334973,,33.758620689655174,,52.0,
IEPA TRAILER,2016-03,41.9651934814238,-87.8762647334973,,28.741935483870968,,37.35294117647059,
IEPA TRAILER,2016-04,41.9651934814238,-87.8762647334973,,26.766666666666666,,48.61538461538461,
IEPA TRAILER,2016-05,41.9651934814238,-87.8762647334973,,30.806451612903224,,48.07142857142857,
IEPA TRAILER,2016-06,41.9651934814238,-87.8762647334973,,30.133333333333333,,46.61538461538461,
IEPA TRAILER,2016-07,41.9651934814238,-87.8762647334973,,26.93548387096774,,51.4,
IEPA TRAILER,2016-08,41.9651934814238,-87.8762647334973,,29.0,,47.642857142857146,
IEPA TRAILER,2016-09,41.9651934814238,-87.8762647334973,,23.566666666666663,,41.06666666666667,
IEPA TRAILER,2016-10,41.9651934814238,-87.8762647334973,,25.93548387096774,,42.0,
IEPA TRAILER,2016-11,41.9651934814238,-87.8762647334973,,27.5,,50.857142857142854,
IEPA TRAILER,2016-12,41.9651934814238,-87.8762647334973,,26.517241379310345,,45.0,
IEPA TRAILER,2017-01,41.9651934814238,-87.8762647334973,,24.548387096774192,,56.0,
IEPA TRAILER,2017-02,41.9651934814238,-87.8762647334973,,29.642857142857142,,50.375,
IEPA TRAILER,2017-03,41.9651934814238,-87.8762647334973,,22.806451612903224,,46.888888888888886,
IEPA TRAILER,2017-04,41.9651934814238,-87.8762647334973,,23.4,,44.22222222222222,
IEPA TRAILER,2017-05,41.9651934814238,-87.8762647334973,,24.625,,39.09090909090909,
IEPA TRAILER,2017-06,41.9651934814238,-87.8762647334973,,29.033333333333335,,46.25,
IEPA TRAILER,2017-07,41.9651934814238,-87.8762647334973,,24.70967741935484,,49.666666666666664,
IEPA TRAILER,2017-08,41.9651934814238,-87.8762647334973,,27.741935483870968,,42.714285714285715,
IEPA TRAILER,2017-09,41.9651934814238,-87.8762647334973,,28.133333333333333,,52.9,
IEPA TRAILER,2017-10,41.9651934814238,-87.8762647334973,,25.322580645161292,,42.0,
IEPA TRAILER,2017-11,41.9651934814238,-87.8762647334973,,28.133333333333333,,54.4,
IEPA TRAILER,2017-12,41.9651934814238,-87.8762647334973,,27.161290322580644,,54.0,
IEPA TRAILER,2018-01,41.9651934814238,-87.8762647334973,,30.387096774193548,,52.0,
IEPA TRAILER,2018-02,41.9651934814238,-87.8762647334973,,35.214285714285715,,53.5,
IEPA TRAILER,2018-03,41.9651934814238,-87.8762647334973,,33.645161290322584,,44.142857142857146,
IEPA TRAILER,2018-04,41.9651934814238,-87.8762647334973,,32.833333333333336,,44.8,
IEPA TRAILER,2018-05,41.9651934814238,-87.8762647334973,,34.064516129032256,,50.8,
IEPA TRAILER,2018-06,41.9651934814238,-87.8762647334973,,29.366666666666667,,51.8,
IEPA TRAILER,2018-07,41.9651934814238,-87.8762647334973,,25.870967741935484,,54.54545454545455,
IEPA TRAILER,2018-08,41.9651934814238,-87.8762647334973,,27.166666666666668,,61.1,
IEPA TRAILER,2018-09,41.9651934814238,-87.8762647334973,,25.357142857142858,,49.1,
IEPA TRAILER,2018-10,41.9651934814238,-87.8762647334973,,29.677419354838708,,45.3,
IEPA TRAILER,2018-11,41.9651934814238,-87.8762647334973,,26.5,,41.3,
IEPA TRAILER,2018-12,41.9651934814238,-87.8762647334973,,28.806451612903224,,60.5,
IEPA TRAILER,2019-01,41.9651934814238,-87.8762647334973,,29.870967741935484,,53.0,
IEPA TRAILER,2019-02,41.9651934814238,-87.8762647334973,,31.571428571428573,,52.5,
IEPA TRAILER,2019-03,41.9651934814238,-87.8762647334973,,35.87096774193548,,47.63636363636363,
IEPA TRAILER,2019-04,41.9651934814238,-87.8762647334973,,31.333333333333332,,44.3,
IEPA TRAILER,2019-05,41.9651934814238,-87.8762647334973,,30.032258064516128,,39.5,
IEPA TRAILER,2019-06,41.9651934814238,-87.8762647334973,,26.066666666666663,,49.2,
IEPA TRAILER,2019-07,41.9651934814238,-87.8762647334973,,21.161290322580644,,54.7,
IEPA TRAILER,2019-08,41.9651934814238,-87.8762647334973,,26.966666666666665,,39.875,
IEPA TRAILER,2019-09,41.9651934814238,-87.8762647334973,,29.066666666666663,,51.666666666666664,
IEPA TRAILER,2019-10,41.9651934814238,-87.8762647334973,,30.258064516129032,,43.9,
IEPA TRAILER,2019-11,41.9651934814238,-87.8762647334973,,27.90909090909091,,59.2,
IEPA TRAILER,2019-12,41.9651934814238,-87.8762647334973,,28.548387096774192,,64.88888888888889,
IEPA TRAILER,2020-01,41.9651934814238,-87.8762647334973,,25.161290322580644,,56.09090909090909,
IEPA TRAILER,2020-02,41.9651934814238,-87.8762647334973,,27.083333333333332,,50.666666666666664,
IEPA TRAILER,2020-03,41.9651934814238,-87.8762647334973,,28.93548387096774,,46.09090909090909,
IEPA TRAILER,2020-04,41.9651934814238,-87.8762647334973,,27.58620689655172,,47.2,
IEPA TRAILER,2020-05,41.9651934814238,-87.8762647334973,,23.129032258064516,,44.3,
IEPA TRAILER,2020-06,41.9651934814238,-87.8762647334973,,28.0,,54.7,
IEPA TRAILER,2020-07,41.9651934814238,-87.8762647334973,,24.870967741935484,,46.3,
IEPA TRAILER,2020-08,41.9651934814238,-87.8762647334973,,26.096774193548388,,45.81818181818182,
IEPA TRAILER,2020-09,41.9651934814238,-87.8762647334973,,25.866666666666667,,40.7,
IEPA TRAILER,2020-10,41.9651934814238,-87.8762647334973,,27.258064516129032,,40.9,
IEPA TRAILER,2020-11,41.9651934814238,-87.8762647334973,,27.133333333333333,,44.7,
IEPA TRAILER,2020-12,41.9651934814238,-87.8762647334973,,27.25925925925926,,57.22222222222222,
IEPA TRAILER,2021-01,41.9651934814238,-87.8762647334973,,,,52.45454545454545,
IEPA TRAILER,2021-02,41.9651934814238,-87.8762647334973,,,,58.55555555555556,
IEPA TRAILER,2021-03,41.9651934814238,-87.8762647334973,,,,50.4,
IEPA TRAILER,2021-04,41.9651934814238,-87.8762647334973,,,,40.7,
IEPA TRAILER,2021-05,41.9651934814238,-87.8762647334973,,,,32.75,
IEPA TRAILER,2021-06,41.9651934814238,-87.8762647334973,,,,45.1,
IEPA TRAILER,2021-07,41.9651934814238,-87.8762647334973,,,,50.9,
IEPA TRAILER,2021-08,41.9651934814238,-87.8762647334973,,,,59.1,
IEPA TRAILER,2021-09,41.9651934814238,-87.8762647334973,,,,44.111111111111114,
