Date,Source,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
07/08/2020,AQS,170311016,4,53,ug/m3 SC,49,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/08/2020,AQS,170314201,1,21,ug/m3 SC,19,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/08/2020,AQS,170314201,9,19,ug/m3 SC,18,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/09/2011,AQS,170310022,4,34,ug/m3 SC,31,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2011,AQS,170311016,4,44,ug/m3 SC,41,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/09/2012,AQS,170310022,4,33,ug/m3 SC,31,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2013,AQS,170310022,4,47,ug/m3 SC,44,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2013,AQS,170314201,1,22,ug/m3 SC,20,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/09/2013,AQS,170314201,9,24,ug/m3 SC,22,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/09/2013,AQS,171191007,1,51,ug/m3 SC,47,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/09/2014,AQS,170310022,4,18,ug/m3 SC,17,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2014,AQS,170311016,4,60,ug/m3 SC,53,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/09/2015,AQS,170310022,4,22,ug/m3 SC,20,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2015,AQS,170311016,4,53,ug/m3 SC,49,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/09/2016,AQS,170311016,4,12,ug/m3 SC,11,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/09/2018,AQS,170310022,4,36,ug/m3 SC,33,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2019,AQS,170310022,4,47,ug/m3 SC,44,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2020,AQS,170310022,4,54,ug/m3 SC,50,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/09/2020,AQS,170311016,4,63,ug/m3 SC,55,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/10/2011,AQS,170310022,4,32,ug/m3 SC,30,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2011,AQS,170311016,4,36,ug/m3 SC,33,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/10/2012,AQS,170310022,4,11,ug/m3 SC,10,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2013,AQS,170310022,4,30,ug/m3 SC,28,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2014,AQS,170310022,4,18,ug/m3 SC,17,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2014,AQS,170311016,4,60,ug/m3 SC,53,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/10/2014,AQS,170314201,1,11,ug/m3 SC,10,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/10/2014,AQS,170314201,9,10,ug/m3 SC,9,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/10/2014,AQS,171191007,1,24,ug/m3 SC,22,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/10/2015,AQS,170310022,4,32,ug/m3 SC,30,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2015,AQS,170311016,4,62,ug/m3 SC,54,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/10/2016,AQS,170311016,4,17,ug/m3 SC,16,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/10/2018,AQS,170310022,4,18,ug/m3 SC,17,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2019,AQS,170310022,4,43,ug/m3 SC,40,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2020,AQS,170310022,4,18,ug/m3 SC,17,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/10/2020,AQS,170311016,4,26,ug/m3 SC,24,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/11/2011,AQS,170310022,4,30,ug/m3 SC,28,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2011,AQS,170311016,4,30,ug/m3 SC,28,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/11/2012,AQS,170310022,4,24,ug/m3 SC,22,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2013,AQS,170310022,4,27,ug/m3 SC,25,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2014,AQS,170310022,4,40,ug/m3 SC,37,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2014,AQS,170311016,4,78,ug/m3 SC,62,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/11/2015,AQS,170310022,4,32,ug/m3 SC,30,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2015,AQS,170311016,4,89,ug/m3 SC,68,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/11/2015,AQS,171191007,1,45,ug/m3 SC,42,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/11/2016,AQS,170311016,4,46,ug/m3 SC,43,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/11/2016,AQS,170314201,1,22,ug/m3 SC,20,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/11/2016,AQS,170314201,9,19,ug/m3 SC,18,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/11/2016,AQS,171191007,1,40,ug/m3 SC,37,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/11/2018,AQS,170310022,4,13,ug/m3 SC,12,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2019,AQS,170310022,4,34,ug/m3 SC,31,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2020,AQS,170310022,4,33,ug/m3 SC,31,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/11/2020,AQS,170311016,4,25,ug/m3 SC,23,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2011,AQS,170310022,4,16,ug/m3 SC,15,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2011,AQS,170311016,4,26,ug/m3 SC,24,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2012,AQS,170310022,4,50,ug/m3 SC,46,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2013,AQS,170310022,4,21,ug/m3 SC,19,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2014,AQS,170310022,4,25,ug/m3 SC,23,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2014,AQS,170311016,4,43,ug/m3 SC,40,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2015,AQS,170310022,4,20,ug/m3 SC,19,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2015,AQS,170311016,4,47,ug/m3 SC,44,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2016,AQS,170311016,4,50,ug/m3 SC,46,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2017,AQS,170311016,4,27,ug/m3 SC,25,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/12/2017,AQS,170314201,1,13,ug/m3 SC,12,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/12/2017,AQS,170314201,9,12,ug/m3 SC,11,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/12/2017,AQS,171191007,1,13,ug/m3 SC,12,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/12/2018,AQS,170310022,4,27,ug/m3 SC,25,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2019,AQS,170310022,4,45,ug/m3 SC,42,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2020,AQS,170310022,4,16,ug/m3 SC,15,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/12/2020,AQS,170311016,4,18,ug/m3 SC,17,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2011,AQS,170310022,4,7,ug/m3 SC,6,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2011,AQS,170311016,4,9,ug/m3 SC,8,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2012,AQS,170310022,4,45,ug/m3 SC,42,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2013,AQS,170310022,4,24,ug/m3 SC,22,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2014,AQS,170310022,4,20,ug/m3 SC,19,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2014,AQS,170311016,4,35,ug/m3 SC,32,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2015,AQS,170310022,4,19,ug/m3 SC,18,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2015,AQS,170311016,4,45,ug/m3 SC,42,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2016,AQS,170310022,4,30,ug/m3 SC,28,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2016,AQS,170311016,4,38,ug/m3 SC,35,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2017,AQS,170311016,4,23,ug/m3 SC,21,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2018,AQS,170310022,4,37,ug/m3 SC,34,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2018,AQS,170314201,1,29,ug/m3 SC,27,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/13/2018,AQS,170314201,9,27,ug/m3 SC,25,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/13/2018,AQS,171191007,1,52,ug/m3 SC,48,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/13/2019,AQS,170310022,4,39,ug/m3 SC,36,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2019,AQS,170311016,4,41,ug/m3 SC,38,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/13/2020,AQS,170310022,4,21,ug/m3 SC,19,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/13/2020,AQS,170311016,4,31,ug/m3 SC,29,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2011,AQS,170310022,4,15,ug/m3 SC,14,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2011,AQS,170311016,4,25,ug/m3 SC,23,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,76,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2011,AQS,170314201,1,12,ug/m3 SC,11,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2011,AQS,171190010,1,29,ug/m3 SC,27,AIR PRODUCTS,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.6944383054424,-90.1539542590622
07/14/2012,AQS,170310022,4,41,ug/m3 SC,38,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2012,AQS,170314201,1,22,ug/m3 SC,20,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2012,AQS,171190010,1,20,ug/m3 SC,19,AIR PRODUCTS,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.6944383054424,-90.1539542590622
07/14/2013,AQS,170310022,4,31,ug/m3 SC,29,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2014,AQS,170310022,4,34,ug/m3 SC,31,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2014,AQS,170311016,4,69,ug/m3 SC,58,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2015,AQS,170310022,4,13,ug/m3 SC,12,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2015,AQS,170311016,4,38,ug/m3 SC,35,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2016,AQS,170310022,4,28,ug/m3 SC,26,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2016,AQS,170311016,4,22,ug/m3 SC,20,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2017,AQS,170311016,4,17,ug/m3 SC,16,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2018,AQS,170310022,4,15,ug/m3 SC,14,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2018,AQS,170311016,4,24,ug/m3 SC,22,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2019,AQS,170310022,4,23,ug/m3 SC,21,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
07/14/2019,AQS,170314201,1,14,ug/m3 SC,13,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2019,AQS,170314201,9,13,ug/m3 SC,12,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2019,AQS,171191007,1,35,ug/m3 SC,32,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/14/2020,AQS,170311016,4,56,ug/m3 SC,51,VILLAGE HALL,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.80118,-87.832349
07/14/2020,AQS,170314201,1,26,ug/m3 SC,24,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2020,AQS,170314201,9,23,ug/m3 SC,21,NORTHBROOK WATER PLANT,1,100.0,81102,PM10 Total 0-10um STP,63,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,42.139996190948,-87.7992269168431
07/14/2020,AQS,171191007,1,49,ug/m3 SC,45,FIRESTATION #1,1,100.0,81102,PM10 Total 0-10um STP,63,41180,"St. Louis, MO-IL",17,Illinois,119,Madison,38.7045342604079,-90.1396748417377
07/15/2011,AQS,170310022,4,32,ug/m3 SC,30,WASHINGTON HS,1,100.0,81102,PM10 Total 0-10um STP,122,16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.6871654376343,-87.5393154841479
