Local Site Name,Month_Year,monthly_value,Site Latitude,Site Longitude,pollutant
4TH DISTRICT COURT,2011-01,57.87096774193548,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-02,52.44,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-03,49.064516129032256,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-04,51.44827586206897,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-05,53.935483870967744,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-06,59.827586206896555,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-07,66.25806451612904,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-08,58.774193548387096,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-09,48.6,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-10,49.53333333333333,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-11,49.41379310344828,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2011-12,48.54838709677419,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-01,49.70967741935484,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-02,47.96551724137931,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-03,49.89655172413793,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-04,44.96666666666667,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-05,54.67741935483871,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-06,56.46153846153846,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-07,58.774193548387096,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-08,58.06896551724138,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-09,53.4,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-10,42.62068965517241,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-11,55.333333333333336,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2012-12,48.483870967741936,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2013-01,44.064516129032256,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2013-02,49.42857142857143,41.8728971999587,-87.8258724913966,2.5
4TH DISTRICT COURT,2013-03,42.166666666666664,41.8728971999587,-87.8258724913966,2.5
COM ED MAINTENANCE BLDG,2011-01,57.07692307692308,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-02,48.51428571428571,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-03,50.4,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-04,54.6578947368421,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-05,51.51282051282051,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-06,61.30769230769231,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-07,64.3157894736842,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-08,55.0,41.7513999786378,-87.7134881520007,2.5
COM ED MAINTENANCE BLDG,2011-09,46.8235294117647,41.7513999786378,-87.7134881520007,2.5
