Layer,Name,GEOID,Population,Longitude,Latitude,PMC_2011,PMC_2012,PMC_2013,PMC_2014,PMC_2015,PMC_2016,PMC_2017,PMC_2018,PMC_2019,PMC_2020
Census tract,Tract 4801,17031480100,2001,-87.5757292,41.735241,12.531225,11.89593415,11.6245526,13.27041644,9.730593169,9.334523562,10.31583507,10.31583507,10.07950575,9.459517486
Census tract,Tract 4802,17031480200,1103,-87.5898829,41.7351241,12.585304,11.92136749,11.64463836,13.26884329,9.767479508,9.379667123,10.36354575,10.36354575,10.12173945,9.491054372
Census tract,Tract 4803,17031480300,1348,-87.5879725,41.729194,12.577623,11.91918934,11.63952137,13.28094082,9.755272678,9.371175068,10.36332521,10.36332521,10.13494575,9.508190437
Census tract,Tract 4804,17031480400,5650,-87.5756385,41.7284498,12.571145,11.88613798,11.62761342,13.26345753,9.731584426,9.336786849,10.32363808,10.32363808,10.09005342,9.473304645
Census tract,Tract 4805,17031480500,2986,-87.5590911,41.7276001,12.51805358855919,11.836327219129762,11.601004794938182,13.2537415,9.692210613963061,9.295938671748464,10.266068048852778,10.26574466,10.03048027,9.447447814207647
Census tract,Tract 4902,17031490200,3040,-87.6168742,41.7249095,12.582963404761903,11.966093443690474,11.65269914642857,13.293962349166666,9.804269275,9.435954253428571,10.458938963690475,10.46322247,10.22955973,9.575258743
Census tract,Tract 4905,17031490500,1995,-87.6131964,41.7179309,12.557891,11.95363907,11.65005753,13.28955315,9.799127049,9.422691507,10.44040082,10.44040082,10.21501808,9.589132787
Census tract,Tract 4906,17031490600,1443,-87.6283302,41.7179734,12.546702,11.97376503,11.6570389,13.2927411,9.815348634,9.452646027,10.48581836,10.48581836,10.25356329,9.601461475
Census tract,Tract 4907,17031490700,2656,-87.6283617,41.7107339,12.530597,11.96663907,11.64476849,13.29048493,9.809456011,9.458424932,10.49521288,10.49521288,10.26443178,9.618307377
Census tract,Tract 4908,17031490800,3502,-87.6153469,41.7106902,12.546495796250365,11.952396859011957,11.642519284244939,13.288886309944582,9.79632184,9.435087772,10.468628508769761,10.46867507,10.23749918,9.601562842
Census tract,Tract 4909.01,17031490901,3403,-87.6162677,41.6960582,12.523997,11.93678634,11.64184575,13.28263178,9.778771585,9.436370411,10.47618164,10.47618164,10.26418849,9.637602459
Census tract,Tract 4909.02,17031490902,4647,-87.6153262,41.7032801,12.53455,11.9377929,11.64584219,13.28230904,9.794745082,9.441099178,10.47156082,10.47156082,10.2418411,9.618023224
Census tract,Tract 4910,17031491000,3807,-87.6280536,41.6997625,12.515643,11.95069781,11.64955699,13.29440164,9.806834699,9.458299452,10.50591014,10.50591014,10.27692685,9.642975683
Census tract,Tract 4911,17031491100,4079,-87.6376994,41.6997531,12.500279,11.96904945,11.64310493,13.28961205,9.824385519,9.471273973,10.52846685,10.52846685,10.29596521,9.653594262
Census tract,Tract 4912,17031491200,2019,-87.6374383,41.6887765,12.4906,11.95356585,11.64230521,13.2858463,9.817690164,9.476890411,10.53596986,10.53596986,10.31342685,9.683851366
Census tract,Tract 4913,17031491300,2023,-87.6278036,41.6888969,12.507194,11.94287077,11.64727562,13.30181151,9.802475137,9.459763014,10.50948877,10.50948877,10.29203288,9.679363661
Census tract,Tract 4914,17031491400,2593,-87.6168215,41.6891232,12.519146,11.9289571,11.63232219,13.29203178,9.790015847,9.433759452,10.49057644,10.49057644,10.28096,9.662988525
Census tract,Tract 5001,17031500100,3545,-87.5950287,41.714684,12.566552,11.92346257,11.64442712,13.28741233,9.763003825,9.391761096,10.4034263,10.4034263,10.18487096,9.556254645
Census tract,Tract 5002,17031500200,1688,-87.6003086,41.7008552,12.545544,11.91937268,11.63837096,13.2918463,9.769993989,9.400998356,10.42450658,10.42450658,10.20911178,9.609811749
Census tract,Tract 5003,17031500300,1587,-87.6053698,41.689315,12.535922,11.91740546,11.63560685,13.30342,9.766696175,9.410759726,10.45354082,10.45354082,10.25036904,9.647854918
Census tract,Tract 5101,17031510100,3231,-87.5500748,41.7126213,12.499004,11.81845792,11.59771479,13.24847699,9.67357541,9.282976986,10.25187973,10.25187973,10.04418822,9.459509836065568
Census tract,Tract 5102,17031510200,2922,-87.5600495,41.7142651,12.532668,11.83584672,11.60925781,13.25234658,9.68709918,9.316414521,10.28491233,10.28491233,10.08203863,9.476048907103833
Census tract,Tract 5103,17031510300,4850,-87.5749771,41.7157373,12.546973922196077,11.87421987067859,11.62876389802548,13.263145839872061,9.726400647,9.332594071,10.337146174579674,10.33712274,10.11886164,9.513296721
Census tract,Tract 5201,17031520100,1745,-87.5294325,41.7211184,12.487373,11.76900765,11.55498712,13.21515589,9.625904098,9.233347671,10.17360384,10.17360384,9.969776164,9.385202459016392
Census tract,Tract 5202,17031520200,3338,-87.5406913,41.7123087,12.482596,11.79161202,11.58279452,13.23795808,9.639995355,9.249651507,10.22154658,10.22154658,10.01814411,9.440377322
Census tract,Tract 5203,17031520300,5675,-87.5395629,41.7011139,12.482836,11.80170683,11.58391151,13.24769014,9.643168033,9.269424658,10.24939178,10.24939178,10.04395288,9.472822678
Census tract,Tract 5204,17031520400,4055,-87.5307029,41.703008,12.471625884210422,11.776294884820981,11.576384634648589,13.247806985849131,9.634899574,9.245255405565922,10.210606493131186,10.21086,10.00897342,9.443240437158472
Census tract,Tract 5205,17031520500,4420,-87.5308719,41.6931158,12.489954,11.77022568,11.59308,13.26046603,9.638039617,9.254900548,10.23193151,10.23193151,10.0434463,9.477296448087428
Census tract,Tract 5206,17031520600,2530,-87.5404,41.6895204,12.492956,11.80028689,11.61051479,13.27095945,9.655444536,9.280461644,10.28023616,10.28023616,10.07972877,9.51709235
Census tract,Tract 5301,17031530100,2197,-87.6179395,41.6818522,12.510312,11.92289891,11.63938685,13.28507151,9.774097814,9.437013699,10.48353616,10.48353616,10.28798301,9.687077595628407
Census tract,Tract 5302,17031530200,4128,-87.6323954,41.6815612,12.49124,11.93193443,11.63659863,13.28694411,9.794438798,9.459881644,10.52735041,10.52735041,10.30784384,9.704525137
Census tract,Tract 5303,17031530300,3964,-87.6517524,41.6813144,12.467694,11.94514836,11.61327863,13.27433808,9.807264481,9.494778904,10.5636989,10.5636989,10.34009151,9.719760109
Census tract,Tract 5304,17031530400,2059,-87.6515267,41.6740397,12.420399,11.94303115,11.6139126,13.27966932,9.811935519,9.489266575,10.5702937,10.5702937,10.34132959,9.737057104
Census tract,Tract 5305.01,17031530501,4514,-87.632166,41.674278,12.442917,11.93097732,11.62543425,13.29159863,9.800039344,9.46191726,10.5300789,10.5300789,10.32967342,9.717149727
Census tract,Tract 5305.02,17031530502,1570,-87.6250251,41.6660796,12.441535,11.9239418,11.63459644,13.28730877,9.785920492,9.466823562,10.52836466,10.52836466,10.33252685,9.742706011
Census tract,Tract 5305.03,17031530503,4898,-87.6375356,41.6642039,12.39661473452333,11.91617599866287,11.623009182210215,13.29024280901833,9.778419915992737,9.472936941055908,10.54244117680144,10.54213562,10.35165589,9.756064754
Census tract,Tract 5306,17031530600,2774,-87.6191458,41.6700882,12.462368,11.91465,11.63436219,13.28557397,9.77177459,9.444930137,10.50623534,10.50623534,10.31546877,9.725938525
Census tract,Tract 5401.01,17031540101,4324,-87.5993689,41.6507203,12.407701,11.88509454,11.61520685,13.27503918,9.737162842,9.41132,10.47627507,10.47627507,10.32264932,9.749409836065572
Census tract,Tract 5401.02,17031540102,2938,-87.6054488,41.66733,12.448039,11.90702432,11.63770027,13.29370521,9.75939071,9.422922192,10.48540986,10.48540986,10.29279068,9.709368032786887
Census tract,Tract 5501,17031550100,7019,-87.5359785,41.6631813,12.452297,11.8010123,11.60728658,13.27437644,9.657681967,9.303153151,10.30609479,10.30609479,10.14234493,9.600731967213108
Census tract,Tract 5502,17031550200,2969,-87.564827,41.6550974,12.437025,11.84092022,11.6110126,13.25404712,9.703712295,9.355050685,10.38693014,10.38693014,10.23066521,9.691712568306007
Census tract,Tract 5601,17031560100,1477,-87.741591,41.8156765,12.638679,12.18057541,11.68960959,13.26046082,10.03676448,9.646738904,10.67748247,10.67748247,10.29034384,9.513304372
Census tract,Tract 5602,17031560200,1710,-87.7478273,41.8113309,12.605955,12.19115383,11.68895562,13.24854959,10.03839235,9.661571507,10.69627699,10.69627699,10.30844521,9.531837432
Census tract,Tract 5603,17031560300,3253,-87.747987,41.8039075,12.594973,12.19557158,11.67996027,13.26396795,10.03903634,9.661865205,10.71242192,10.71242192,10.31715178,9.550454098
Census tract,Tract 5604,17031560400,1630,-87.7406144,41.8040062,12.617228,12.18884344,11.6919,13.25969726,10.03553525,9.649673699,10.6938937,10.6938937,10.31449479,9.549404918
Census tract,Tract 5607,17031560700,3635,-87.7575202,41.7964626,12.55996,12.19481093,11.67942986,13.26221205,10.04760984,9.677896438,10.73825699,10.73825699,10.33863315,9.581424043715852
Census tract,Tract 5608,17031560800,5682,-87.7721659,41.7962056,12.477616,12.19887514,11.66594301,13.23384521,10.05980191,9.700983288,10.76163507,10.76163507,10.34704164,9.579862568306012
Census tract,Tract 5609,17031560900,5112,-87.7916514,41.7957702,12.478967,12.20131503,11.65349836,13.21680521,10.05947951,9.70843589,10.78314603,10.78314603,10.34868384,9.596558743
Census tract,Tract 5610,17031561000,5308,-87.7915033,41.7885022,12.440508,12.19283579,11.6463126,13.22242247,10.06695437,9.71498,10.79347068,10.79347068,10.36506247,9.604039891
Census tract,Tract 5611,17031561100,5581,-87.7719099,41.7888698,12.464072,12.19818005,11.67307041,13.25820795,10.0649653,9.704652329,10.77100548,10.77100548,10.36059507,9.611836065573772
Census tract,Tract 5701,17031570100,1316,-87.7189132,41.8162003,12.704469,12.16593579,11.69559644,13.27256411,10.00780164,9.611590959,10.62699452,10.62699452,10.25465507,9.488705191
Census tract,Tract 5702,17031570200,2096,-87.7307183,41.8143799,12.668511,12.17456858,11.68335014,13.24265014,10.01966038,9.634572603,10.66120849,10.66120849,10.27334,9.515682787
Census tract,Tract 5703,17031570300,6376,-87.7307909,41.8041449,12.646326,12.17867213,11.70084986,13.26240438,10.02630082,9.62941726,10.66801836,10.66801836,10.2954389,9.535547540983607
Census tract,Tract 5704,17031570400,1769,-87.7191305,41.8049921,12.690636,12.17514672,11.6916863,13.2703063,10.0168541,9.618505205,10.64203863,10.64203863,10.28406301,9.519421584699447
Census tract,Tract 5705,17031570500,2639,-87.7324553,41.7986015,12.633287,12.17790383,11.69996055,13.27392548,10.02712022,9.642941644,10.68039288,10.68039288,10.30576712,9.556993443
Census tract,Tract 5801,17031580100,3228,-87.6907463,41.8280549,12.810601,12.14115847,11.69959534,13.25554877,9.965769945,9.558499726,10.54357973,10.54357973,10.18262082,9.423559562841533
Census tract,Tract 5802,17031580200,3466,-87.6993478,41.8267718,12.784257,12.15307486,11.69491233,13.24277315,9.978546448,9.568904932,10.55733781,10.55733781,10.19627233,9.435209563
Census tract,Tract 5803,17031580300,2577,-87.708934,41.8251876,12.749896,12.16143989,11.69262438,13.2470726,9.99008224,9.595574795,10.58319397,10.58319397,10.21643562,9.458871585
Census tract,Tract 5804,17031580400,4546,-87.7091845,41.8152753,12.785838,12.15651776,11.69635151,13.25618795,9.996978142,9.591543836,10.60854575,10.60854575,10.23581589,9.481783607
Census tract,Tract 5805.01,17031580501,5170,-87.6994962,41.819986,12.769525,12.15501257,11.69300712,13.24817397,9.974081148,9.567721918,10.57313808,10.57313808,10.20987836,9.458387978
Census tract,Tract 5805.02,17031580502,5345,-87.6993102,41.8145617,12.759978,12.15865109,11.69340466,13.2711011,9.974540984,9.580215068,10.57215233,10.57215233,10.22259205,9.47248224
Census tract,Tract 5806,17031580600,5405,-87.6920314,41.8173978,12.788452,12.14742814,11.70037397,13.25777589,9.967890164,9.560899726,10.55267342,10.55267342,10.19952986,9.456438525
Census tract,Tract 5807,17031580700,5621,-87.6868459,41.8174935,12.795297,12.14153388,11.70743589,13.26210192,9.94941776,9.558622740000002,10.54281397,10.54281397,10.19545781,9.446698361
Census tract,Tract 5808,17031580800,2058,-87.6866436,41.8102197,12.782392,12.13669945,11.70451205,13.26322301,9.957822404,9.551769315,10.55387123,10.55387123,10.20526055,9.466213661
Census tract,Tract 5905,17031590500,1854,-87.6804596,41.8248978,12.840744,12.13529536,11.69516438,13.24132466,9.936678415,9.537775342,10.50695616,10.50695616,10.16251836,9.406330601
Census tract,Tract 5906,17031590600,3477,-87.6729244,41.8268332,12.866725,12.13055191,11.71006904,13.23774247,9.931303552,9.515350137,10.48721479,10.48721479,10.14834575,9.401836885
Census tract,Tract 5907,17031590700,3027,-87.6627888,41.8260539,12.893116,12.11732678,11.70360658,13.24712137,9.916346721,9.500283288,10.45803205,10.45803205,10.1260989,9.380035246
Census tract,Tract 6004,17031600400,4297,-87.6439322,41.8417183,12.983222,12.08772596,11.70407425,13.20601151,9.87543306,9.444982466,10.38609781,10.38609781,10.04976767,9.303699453551912
Census tract,Tract 6006,17031600600,2988,-87.655751,41.8424685,12.944380672020925,12.10589123694031,11.69182436365559,13.205883840525258,9.885596694247319,9.475155422459641,10.411720535704973,10.41125726,10.06518411,9.319811475
Census tract,Tract 6007,17031600700,2591,-87.660543,41.8407816,12.926237107622569,12.110274274551324,11.692224290952673,13.203543793390248,9.899317285865894,9.491167340175279,10.433758424436103,10.43391918,10.09271918,9.332035792
Census tract,Tract 6009,17031600900,3682,-87.6531428,41.836513,12.997333,12.10471803,11.69988795,13.22232822,9.89617459,9.481859178,10.41226712,10.41226712,10.07746904,9.336493169
Census tract,Tract 6103,17031610300,5410,-87.6751022,41.8161779,12.830534,12.12584863,11.6955811,13.26283068,9.930314481,9.530128767,10.50630575,10.50630575,10.17345096,9.427369399
Census tract,Tract 6104,17031610400,2029,-87.6674491,41.8103984,12.840192,12.11510683,11.7021663,13.26517808,9.928777049,9.525563562,10.50230055,10.50230055,10.16768658,9.429917486
Census tract,Tract 6108,17031610800,1512,-87.6384046,41.8127119,12.96042612338213,12.083031910166632,11.703932422575615,13.251406573757802,9.874353836,9.458315804151727,10.404473249457466,10.40449288,10.09159288,9.375900819672133
Census tract,Tract 6112,17031611200,2680,-87.6624414,41.8049939,12.834664,12.10489426,11.69772493,13.26166795,9.92564071,9.508089863,10.48602877,10.48602877,10.16305151,9.43147377
Census tract,Tract 6113,17031611300,3668,-87.6673039,41.8049362,12.823136,12.11316011,11.7110137,13.26145644,9.929303825,9.526720822,10.50085945,10.50085945,10.18369644,9.444167213114747
Census tract,Tract 6114,17031611400,3737,-87.6721661,41.8048929,12.810645,12.12658716,11.70006877,13.26675014,9.930629235,9.533429041,10.51518329,10.51518329,10.1966463,9.457287158469947
Census tract,Tract 6115,17031611500,3587,-87.678731,41.8053819,12.793349818907657,12.12820359136026,11.709217506155248,13.273740428058865,9.944530789471695,9.539583249796074,10.541739066713996,10.54127644,10.20951589,9.462080601
Census tract,Tract 6116,17031611600,1921,-87.676898,41.7976329,12.777013169810793,12.12413062347848,11.694033547989783,13.276130893544316,9.941995581430769,9.546280062881863,10.553840147851604,10.55388493,10.20843945,9.484639071
Census tract,Tract 6117,17031611700,2180,-87.6719762,41.7975991,12.786764,12.11506311,11.69397589,13.27518575,9.935090984,9.53342,10.52906986,10.52906986,10.19390247,9.46898306
Census tract,Tract 6118,17031611800,2205,-87.6671138,41.7976477,12.80094,12.10884153,11.70153808,13.27959699,9.930605738,9.528393425,10.51203781,10.51203781,10.1936526,9.462901366
Census tract,Tract 6119,17031611900,1984,-87.6595552,41.7985375,12.837435,12.10130437,11.70270027,13.28051041,9.917753825,9.519844658,10.49858575,10.49858575,10.18058521,9.45513388
Census tract,Tract 6120,17031612000,1448,-87.652536,41.7978466,12.855807,12.08249645,11.69777671,13.28142082,9.89983388,9.499305205,10.47719068,10.47719068,10.16439562,9.443016667
Census tract,Tract 6121,17031612100,1168,-87.6476808,41.7979128,12.859826,12.07494481,11.69936904,13.26855425,9.887240437,9.479078082,10.45968685,10.45968685,10.15205342,9.433924316939892
Census tract,Tract 6122,17031612200,3939,-87.6527194,41.8048761,12.859378657060521,12.094925941585016,11.69756042504323,13.260358988933717,9.906285051965419,9.491938767962539,10.465259970634007,10.45707671,10.13656548,9.424585519
Census tract,Tract 6201,17031620100,4567,-87.7180257,41.7980175,12.710393,12.17291448,11.68570466,13.28172027,10.00729372,9.612721096,10.64205041,10.64205041,10.29262767,9.541472404
Census tract,Tract 6202,17031620200,2390,-87.7292339,41.7955215,12.638064,12.17263934,11.69784164,13.27360904,10.02250437,9.64140411,10.68589973,10.68589973,10.31094438,9.555410109
Census tract,Tract 6203,17031620300,6410,-87.7304438,41.7895025,12.595556,12.18264262,11.7007737,13.27771068,10.03450137,9.647376438,10.69459425,10.69459425,10.31788932,9.573999180327872
Census tract,Tract 6204,17031620400,5027,-87.7181682,41.7896382,12.652683,12.16829262,11.69633205,13.27787863,10.00807104,9.626291507,10.66663589,10.66663589,10.30566986,9.564244536
Census tract,Tract 6303,17031630300,5385,-87.7086378,41.798862,12.76097,12.15567568,11.69674219,13.2882611,9.990715574,9.596836986,10.62874219,10.62874219,10.2724337,9.525378689
Census tract,Tract 6304,17031630400,7204,-87.6987811,41.7972545,12.781461,12.15095847,11.69158,13.2791326,9.980834973,9.595568767,10.59798055,10.59798055,10.25155288,9.518370492
Census tract,Tract 6305,17031630500,6271,-87.6890171,41.7974279,12.745187,12.13995355,11.69651589,13.26838904,9.961867486,9.570399452,10.57590767,10.57590767,10.22736274,9.496813934
Census tract,Tract 6306,17031630600,3250,-87.6888524,41.8012095,12.75688134813363,12.136727506434926,11.701760969922594,13.270318751320682,9.962571617428585,9.561226435,10.573237508160384,10.58799151,10.23455315,9.498624316939893
Census tract,Tract 6308,17031630800,6641,-87.6985725,41.7899652,12.762179,12.13960328,11.69976767,13.28959342,9.984324317,9.585055342,10.60230877,10.60230877,10.27366137,9.530537158469953
Census tract,Tract 6309,17031630900,5204,-87.7083655,41.7898114,12.701273,12.15471995,11.69282877,13.28579534,9.999376776,9.614327671,10.63279151,10.63279151,10.28560027,9.542412295
Census tract,Tract 6401,17031640100,1312,-87.7398608,41.7819196,12.558583,12.19626066,11.69053178,13.28706164,10.05657295,9.669738356,10.7162989,10.7162989,10.3481989,9.607467213
Census tract,Tract 6403,17031640300,6710,-87.7716353,41.7815321,12.481132,12.19546366,11.67463699,13.26384384,10.05961421,9.705063014,10.77940767,10.77940767,10.37727068,9.620747814
Census tract,Tract 6404,17031640400,3390,-87.7912474,41.7811784,12.394257,12.18183361,11.65994247,13.22706767,10.05691339,9.716529041,10.80429781,10.80429781,10.37029534,9.629178689
Census tract,Tract 6405,17031640500,3896,-87.7909879,41.7756825,12.368273,12.18695574,11.64263397,13.22098822,10.04991311,9.722373425,10.80229863,10.80229863,10.38286219,9.636285246
Census tract,Tract 6406,17031640600,4063,-87.7714298,41.7760362,12.442353,12.19439508,11.67668,13.26050384,10.06418552,9.708864384,10.78654466,10.78654466,10.37606548,9.635198907103828
Census tract,Tract 6407,17031640700,3298,-87.7519356,41.7764111,12.523855,12.19849235,11.69653836,13.3064811,10.05797432,9.694746849,10.7645937,10.7645937,10.38707123,9.636490437
Census tract,Tract 6408,17031640800,1799,-87.7397422,41.7748241,12.545183,12.18545656,11.69436082,13.30427014,10.02129098,9.682083288,10.73190795,10.73190795,10.36467151,9.626201366
Census tract,Tract 6501,17031650100,4765,-87.7178549,41.7823766,12.633457,12.16788579,11.68941589,13.29188466,9.99275,9.632339178,10.66354192,10.66354192,10.31902247,9.579812842
Census tract,Tract 6502,17031650200,7251,-87.7302252,41.7822221,12.607607,12.17957377,11.68456877,13.29266027,10.02719262,9.659669589,10.70198247,10.70198247,10.34032219,9.598454372
Census tract,Tract 6503.01,17031650301,5829,-87.7299916,41.7749275,12.566778,12.17556448,11.69138575,13.30913918,10.01055437,9.655820548,10.71260685,10.71260685,10.34959014,9.614034699453548
Census tract,Tract 6503.02,17031650302,4522,-87.7177331,41.7750931,12.592832698053718,12.155418608870848,11.691361199423627,13.297878678847441,10.006381012127001,9.631624767388876,10.674429411863308,10.67449973,10.32918219,9.594763934426227
Census tract,Tract 6504,17031650400,6894,-87.7171651,41.7653118,12.585767478399031,12.148014451633712,11.678506651196686,13.285965788156876,9.987572954763262,9.631709754726879,10.680477727345743,10.68056685,10.34052329,9.610942076502727
Census tract,Tract 6505,17031650500,4401,-87.7320352,41.7622187,12.544755,12.17030574,11.67925507,13.30230521,10.01466585,9.653430685,10.72709178,10.72709178,10.36803014,9.638834153005472
Census tract,Tract 6603.01,17031660301,1850,-87.6982872,41.7799541,12.674646,12.13194344,11.69936932,13.28534192,9.974636339,9.595014795,10.62030959,10.62030959,10.27593205,9.550715027
Census tract,Tract 6603.02,17031660302,5549,-87.6983926,41.7835957,12.706449,12.14526202,11.69086767,13.28614,9.970304372,9.589598356,10.63087699,10.63087699,10.2873589,9.549709563
Census tract,Tract 6604,17031660400,5692,-87.7080441,41.7825321,12.681087,12.14832842,11.69093918,13.29102356,9.98402377,9.608249041,10.64408603,10.64408603,10.29387562,9.566144535519133
Census tract,Tract 6605,17031660500,5013,-87.7079271,41.7752461,12.635349,12.15675738,11.68772411,13.29589096,9.987795355,9.603391781,10.65302849,10.65302849,10.30914767,9.582286066
Census tract,Tract 6606,17031660600,6404,-87.6933406,41.7772873,12.687124,12.12591803,11.6796789,13.29345836,9.956579508,9.593563014,10.60687205,10.60687205,10.28331534,9.556126503
Census tract,Tract 6607,17031660700,2076,-87.6810955,41.7738452,12.708489,12.1029653,11.69124795,13.30062904,9.947665301,9.563468493,10.58661589,10.58661589,10.26101781,9.540788251
Census tract,Tract 6608,17031660800,6114,-87.6932656,41.7736413,12.676601,12.11897541,11.69223644,13.2919926,9.954221858,9.585131781,10.62108521,10.62108521,10.28660849,9.563546995
Census tract,Tract 6609,17031660900,4446,-87.699063,41.7678191,12.648139,12.12882732,11.68586767,13.29830959,9.960670765,9.590884932,10.63576274,10.63576274,10.30142877,9.575859836
Census tract,Tract 6610,17031661000,5756,-87.6850469,41.7618177,12.659754,12.10866503,11.67491479,13.30050164,9.95012377,9.568494795,10.60592411,10.60592411,10.28557425,9.57237459
Census tract,Tract 6611,17031661100,6633,-87.7026636,41.7607864,12.621011,12.12428497,11.67777123,13.30638877,9.966965847,9.601986849,10.65304027,10.65304027,10.32308164,9.611769399
Census tract,Tract 6701,17031670100,1349,-87.6572084,41.7904937,12.815463,12.08833224,11.69146521,13.27883452,9.900743989,9.509707397,10.50119781,10.50119781,10.1877526,9.467536885
Census tract,Tract 6702,17031670200,1325,-87.6620627,41.7904247,12.808202,12.10004836,11.70621863,13.27703699,9.912671585,9.519506849,10.51129726,10.51129726,10.19423863,9.476003551912568
Census tract,Tract 6703,17031670300,1287,-87.6669167,41.7903576,12.797066,12.1001347,11.70125151,13.27879205,9.918481967,9.533492603,10.52072192,10.52072192,10.20535397,9.481348907103833
Census tract,Tract 6704,17031670400,1585,-87.6717698,41.7902996,12.785494,12.10866803,11.69831562,13.27540466,9.929494809,9.541723836,10.53642493,10.53642493,10.21013973,9.490142077
Census tract,Tract 6705,17031670500,1148,-87.6764044,41.786578,12.822974,12.1127276,11.69739781,13.28029288,9.949546995,9.553872877,10.55611178,10.55611178,10.23216795,9.512863115
Census tract,Tract 6706,17031670600,1339,-87.6715772,41.7830054,12.740949,12.10978934,11.69162493,13.29673041,9.92779071,9.541979726,10.55278521,10.55278521,10.22315342,9.511037705
Census tract,Tract 6707,17031670700,1252,-87.6667315,41.7830686,12.752639,12.10306311,11.69089534,13.28642466,9.924465027,9.524332055,10.53910466,10.53910466,10.22077753,9.509678142
Census tract,Tract 6708,17031670800,1477,-87.661879,41.7831442,12.756914,12.10100902,11.69800575,13.29885808,9.919663934,9.513174247,10.52252575,10.52252575,10.21141096,9.49649235
Census tract,Tract 6709,17031670900,1172,-87.657022,41.7832124,12.765654,12.08818087,11.69870685,13.28243562,9.908475137,9.50954411,10.50705644,10.50705644,10.20535836,9.487233333333332
Census tract,Tract 6711,17031671100,994,-87.6617159,41.7767771,12.703498,12.09070055,11.68632658,13.28351616,9.910456831,9.517015342,10.52471973,10.52471973,10.23043068,9.51251776
Census tract,Tract 6712,17031671200,980,-87.6665823,41.7766993,12.743277,12.09105902,11.68721644,13.28957808,9.923014754,9.53264,10.54207205,10.54207205,10.22909205,9.517784426229507
Census tract,Tract 6713,17031671300,2048,-87.6713493,41.7739015,12.727712,12.09510519,11.69892356,13.28404603,9.931003279,9.538050137,10.55410575,10.55410575,10.2340789,9.529572677595628
Census tract,Tract 6714,17031671400,1558,-87.6762289,41.7737921,12.71454,12.1058571,11.69635699,13.28156301,9.93650847,9.554074247,10.56476986,10.56476986,10.25879616,9.546334153
Census tract,Tract 6715,17031671500,2716,-87.6696315,41.7681722,12.709064,12.09185628,11.69446932,13.28758548,9.923894809,9.532886027,10.55695315,10.55695315,10.25649671,9.541237705
Census tract,Tract 6716,17031671600,1804,-87.6615113,41.7694999,12.736149,12.07587896,11.68519808,13.28539151,9.912313934,9.526829315,10.5353537,10.5353537,10.22528658,9.528232514
Census tract,Tract 6718,17031671800,1142,-87.6564481,41.761401,12.720864,12.07149536,11.67689534,13.29169397,9.900172131,9.513805479,10.53210932,10.53210932,10.23605479,9.539781421
Census tract,Tract 6719,17031671900,1122,-87.6612802,41.7613256,12.70789,12.07495082,11.68387507,13.29100219,9.90138306,9.51249589,10.53940192,10.53940192,10.23777288,9.549089617
Census tract,Tract 6720,17031672000,3397,-87.6711281,41.7611983,12.687141,12.0876377,11.68675534,13.29817534,9.920637158,9.540120274,10.57167479,10.57167479,10.26101397,9.559459563
Census tract,Tract 6805,17031680500,1307,-87.6523524,41.7905639,12.824324,12.09186831,11.69774137,13.28549315,9.893853825,9.495446575,10.48231452,10.48231452,10.17110329,9.464009562841532
Census tract,Tract 6806,17031680600,1165,-87.6521652,41.7832811,12.773464,12.08071475,11.69276712,13.27885068,9.905019672,9.502211507,10.50143699,10.50143699,10.18211644,9.480106011
Census tract,Tract 6809,17031680900,3573,-87.6376304,41.7764305,12.719753,12.04677158,11.68286274,13.28715918,9.873127049,9.474875068,10.45825342,10.45825342,10.17047397,9.467087704918033
Census tract,Tract 6810,17031681000,2573,-87.6495479,41.7760398,12.75795,12.06599563,11.69084082,13.28803425,9.896861475,9.482796438,10.49957945,10.49957945,10.18875753,9.492399454
Census tract,Tract 6811,17031681100,2873,-87.6493595,41.7687665,12.645545,12.06439672,11.68453808,13.29089151,9.900536612,9.502285479,10.50341096,10.50341096,10.20835315,9.514918306
Census tract,Tract 6812,17031681200,2353,-87.6384976,41.7691893,12.660516,12.04725628,11.69379315,13.30176356,9.874185792,9.476910959,10.47021726,10.47021726,10.18435726,9.493860383
Census tract,Tract 6813,17031681300,2182,-87.6398423,41.7611807,12.683053,12.05079781,11.67845726,13.28963233,9.881447268,9.475629041,10.48550767,10.48550767,10.21036877,9.519448634
Census tract,Tract 6814,17031681400,2474,-87.6491706,41.7615223,12.67896145228129,12.06054130824915,11.687435947433972,13.307629515328594,9.892273035,9.499968588,10.509115721145081,10.50922219,10.22739507,9.535195628
Census tract,Tract 6903,17031690300,2302,-87.6290093,41.7686693,12.703822954495854,12.031797655266155,11.687396080355093,13.294765878201261,9.857360567,9.454843096992041,10.451004883953035,10.45104274,10.16533123,9.480841257
Census tract,Tract 6904,17031690400,3363,-87.6202039,41.769259,12.644575,12.02004344,11.67978247,13.28984411,9.837919126,9.438004932,10.41943507,10.41943507,10.14847644,9.462251092896167
Census tract,Tract 6905,17031690500,992,-87.6121031,41.7681794,12.644651,12.00314454,11.67434877,13.27982712,9.820680601,9.422164932,10.39782192,10.39782192,10.12882329,9.456219399
