Layer,Name,GEOID,Population,Longitude,Latitude,PMC_2011,PMC_2012,PMC_2013,PMC_2014,PMC_2015,PMC_2016,PMC_2017,PMC_2018,PMC_2019,PMC_2020
Census tract,Tract 2521.01,17031252101,1502,-87.7698552,41.8738812,12.542045,12.15917951,11.59168219,13.14030274,10.00009727,9.630635616,10.62577699,10.62577699,10.19469068,9.383972131
Census tract,Tract 2521.02,17031252102,6187,-87.7598276,41.876599,12.533866999644083,12.150776103820746,11.603593823776176,13.146405063197937,10.002791375418896,9.616406429616928,10.609690639040307,10.60963753,10.18973836,9.375052185792352
Census tract,Tract 2522.01,17031252201,2940,-87.7521051,41.8766958,12.555298,12.15292486,11.61578767,13.16387014,10.00113634,9.603761096,10.59057096,10.59057096,10.18048055,9.37439071
Census tract,Tract 2522.02,17031252202,4783,-87.7445832,41.8767584,12.498642,12.15505902,11.63013041,13.16660548,9.995285519,9.59079863,10.58615534,10.58615534,10.16320959,9.36362623
Census tract,Tract 2601,17031260100,1477,-87.7233302,41.8843707,12.589499,12.12331803,11.61841096,13.12969644,9.955291803,9.531741096,10.50055918,10.50055918,10.09899397,9.302086885
Census tract,Tract 2602,17031260200,1054,-87.7282302,41.8843243,12.579806,12.12254863,11.61716274,13.14587151,9.956500273,9.550121644,10.50685425,10.50685425,10.11185918,9.314019672131153
Census tract,Tract 2603,17031260300,1528,-87.7331362,41.8842766,12.566024,12.13604781,11.61904904,13.14210438,9.95865082,9.559543014,10.52426822,10.52426822,10.12646164,9.318930055
Census tract,Tract 2604,17031260400,1398,-87.7380411,41.8842145,12.535994,12.1395459,11.61675342,13.14519562,9.96674918,9.56782411,10.53041616,10.53041616,10.12330959,9.334429508
Census tract,Tract 2605,17031260500,1833,-87.7377282,41.8766639,12.519608180333037,12.164866954562877,11.639200349908348,13.166366058727084,9.995645643865014,9.580968854273879,10.562681642002469,10.56270877,10.16250822,9.353038251
Census tract,Tract 2606,17031260600,2114,-87.732867,41.8771076,12.576772,12.15281667,11.63720384,13.15206411,9.971165301,9.577306849,10.54426,10.54426,10.14857479,9.351371858
Census tract,Tract 2607,17031260700,1691,-87.7279962,41.8770565,12.585432,12.13751175,11.64123781,13.16978055,9.95946612,9.564383562,10.53879068,10.53879068,10.1364274,9.34322623
Census tract,Tract 2608,17031260800,2271,-87.7230964,41.8770848,12.619637,12.1390429,11.63562986,13.17551151,9.968990437,9.548611781,10.52016986,10.52016986,10.12874137,9.325388798
Census tract,Tract 2609,17031260900,1778,-87.7228141,41.8710297,12.656873,12.14722131,11.65185178,13.17346904,9.964696175,9.558983562,10.53722466,10.53722466,10.15051123,9.349660383
Census tract,Tract 2610,17031261000,2289,-87.7320094,41.8713379,12.535201,12.15377596,11.64824877,13.17245671,9.989472131,9.582952055,10.56541178,10.56541178,10.16823479,9.370700273
Census tract,Tract 2705,17031270500,1619,-87.7177932,41.8762402,12.633768,12.12881339,11.64225233,13.16277014,9.954996448,9.551073973,10.50027068,10.50027068,10.10592795,9.319686612
Census tract,Tract 2712,17031271200,1172,-87.7035621,41.8773597,12.692128,12.10783415,11.63508849,13.14984795,9.928387978,9.506755616,10.45629808,10.45629808,10.0750537,9.292731148
Census tract,Tract 2713,17031271300,1060,-87.7084528,41.877304,12.65403,12.11470546,11.63286603,13.15100658,9.940618852,9.525804384,10.48075479,10.48075479,10.09159452,9.30017623
Census tract,Tract 2714,17031271400,1535,-87.7133314,41.8772429,12.635016,12.12401311,11.63048192,13.16532356,9.940948907,9.529447123,10.49264849,10.49264849,10.09571589,9.31413306
Census tract,Tract 2715,17031271500,1373,-87.7131559,41.8717861,12.679915,12.13614754,11.64472411,13.17336932,9.957253279,9.539437534,10.50142384,10.50142384,10.12054685,9.334022950819667
Census tract,Tract 2718,17031271800,976,-87.6984897,41.8714964,12.719924,12.11760956,11.6461474,13.16494932,9.921850546,9.510468219,10.4631411,10.4631411,10.08334384,9.305915574
Census tract,Tract 2801,17031280100,7421,-87.6434977,41.885452,12.807633100582567,12.01344849029227,11.610673557699226,13.085549082998792,9.791771132559816,9.357321645548348,10.250830672694017,10.25176384,9.897793973,9.150462022
Census tract,Tract 2804,17031280400,1231,-87.6718846,41.8860094,12.794337,12.04717295,11.6094737,13.10777014,9.848956011,9.429959452,10.33359644,10.33359644,9.964563836,9.205275409836068
Census tract,Tract 2808,17031280800,1198,-87.6889009,41.8785967,12.763389,12.08954426,11.62913644,13.13770027,9.89614153,9.47553863,10.40485836,10.40485836,10.03729589,9.256061749
Census tract,Tract 2809,17031280900,1077,-87.6851324,41.8786261,12.773783,12.08375519,11.62820384,13.14253671,9.894209836,9.463363562,10.39492986,10.39492986,10.02465699,9.259614207650268
Census tract,Tract 2819,17031281900,7031,-87.6429236,41.8786346,12.917529958641078,12.027253076995782,11.64422147014242,13.130039596081279,9.810559449265902,9.373476784521737,10.272625136312001,10.27262904,9.932206027,9.176280874
Census tract,Tract 2827,17031282700,2558,-87.6886812,41.8713668,12.777169,12.10633005,11.65094521,13.16553205,9.91751612,9.489834247,10.43332411,10.43332411,10.0607926,9.292324590163933
Census tract,Tract 2828,17031282800,1634,-87.6849136,41.8702683,12.785228,12.10472978,11.64572438,13.16782384,9.906530328,9.487679726,10.41149014,10.41149014,10.0561726,9.281560383
Census tract,Tract 2831,17031283100,2717,-87.664092,41.8692741,12.863204621133486,12.084006732809977,11.65566677564874,13.154830053533212,9.877020835161744,9.442955023508016,10.36715988838631,10.36646274,10.02066493,9.253497268
Census tract,Tract 2832,17031283200,1670,-87.6592023,41.869579,12.879267,12.08303279,11.66124658,13.15382329,9.856793169,9.429239452,10.35045205,10.35045205,10.00230685,9.244759836065573
Census tract,Tract 2838,17031283800,3343,-87.6537547,41.8634168,12.903308,12.07552978,11.66987178,13.16844685,9.864487978,9.435124932,10.35446795,10.35446795,10.00086027,9.255427322404373
Census tract,Tract 2909,17031290900,3975,-87.7324567,41.8624103,12.585146,12.16417869,11.65524082,13.2086463,9.998803005,9.594092603,10.57539726,10.57539726,10.18189315,9.396606011
Census tract,Tract 2912,17031291200,2286,-87.7128746,41.8626611,12.650383,12.14116311,11.66133479,13.19590877,9.964810109,9.550353973,10.52534904,10.52534904,10.14138877,9.362130055
Census tract,Tract 2916,17031291600,874,-87.6922159,41.8576415,12.785292,12.13252514,11.6787611,13.19480548,9.938692623,9.526505205,10.4732137,10.4732137,10.11543233,9.339114754
Census tract,Tract 2922,17031292200,2942,-87.7157306,41.8566665,12.646987,12.15046803,11.66994795,13.20175781,9.972142623,9.568475342,10.54190137,10.54190137,10.16789068,9.378536885
Census tract,Tract 2924,17031292400,2041,-87.7223992,41.8552397,12.66856,12.1619388,11.6767863,13.19412274,9.990286066,9.584469041,10.57195397,10.57195397,10.17746247,9.387888798
Census tract,Tract 2925,17031292500,4057,-87.7322428,41.8551613,12.621437,12.17165929,11.66875068,13.2068674,9.998284699,9.605628493,10.593282469999998,10.59328247,10.19954466,9.413035792
Census tract,Tract 3005,17031300500,3243,-87.7219393,41.8474251,12.645178,12.16685383,11.67881781,13.21703616,9.996162022,9.588412329,10.58209836,10.58209836,10.19413288,9.412674590163927
Census tract,Tract 3006,17031300600,3253,-87.7173343,41.8479904,12.682816,12.15670383,11.67586027,13.22827315,9.995176503,9.585957534,10.57218877,10.57218877,10.18762384,9.405321585
Census tract,Tract 3007,17031300700,4798,-87.7124504,41.848072,12.691432,12.15246721,11.66608712,13.21365671,9.97998388,9.568033425,10.55328548,10.55328548,10.17183315,9.40195082
Census tract,Tract 3008,17031300800,4136,-87.7075818,41.8481108,12.716271,12.14845792,11.66961945,13.22641151,9.982734426,9.554826575,10.55364548,10.55364548,10.1697,9.395804645
Census tract,Tract 3009,17031300900,4553,-87.7026993,41.8481796,12.73031,12.14786448,11.68100959,13.20202027,9.964856557,9.554841644,10.52489233,10.52489233,10.15795973,9.383622678
Census tract,Tract 3011,17031301100,2323,-87.6979734,41.847029,12.773725,12.1452418,11.67842301,13.20923945,9.95654235,9.54117726,10.51641808,10.51641808,10.15025014,9.372821858
Census tract,Tract 3012,17031301200,4087,-87.6914771,41.8484171,12.746522,12.13418716,11.67744849,13.2053811,9.938007924,9.525012329,10.49941671,10.49941671,10.13281452,9.363436885
Census tract,Tract 3016,17031301600,4995,-87.712252,41.8407572,12.691309,12.16324098,11.68377808,13.2331589,9.988350546,9.588158904,10.56480904,10.56480904,10.1991589,9.422065573770492
Census tract,Tract 3017.01,17031301701,4279,-87.7196254,41.8424805,12.675716,12.15973497,11.67550904,13.23352356,9.988147268,9.59606,10.59596192,10.59596192,10.20968685,9.42582623
Census tract,Tract 3017.02,17031301702,4121,-87.7195244,41.8388062,12.686378,12.16537732,11.67509753,13.23577315,9.995751366,9.589498082,10.59293096,10.59293096,10.20158795,9.435614208
Census tract,Tract 3018.01,17031301801,3947,-87.7350509,41.8416597,12.65148,12.17889781,11.66553425,13.22170959,10.01311694,9.618851233,10.62609068,10.62609068,10.22433041,9.449404645
Census tract,Tract 3018.02,17031301802,3376,-87.7277592,41.8451846,12.632843,12.17070055,11.67656247,13.21619014,10.00446011,9.603499178,10.59326959,10.59326959,10.21276877,9.431183060109293
Census tract,Tract 3018.03,17031301803,5107,-87.7278708,41.8395497,12.656298,12.17221612,11.68041671,13.2330074,10.01454262,9.607478904,10.60677589,10.60677589,10.21950603,9.447386612
Census tract,Tract 3102,17031310200,1588,-87.6442091,41.85631,12.95658,12.08057213,11.69266274,13.19715425,9.864371311,9.426766849,10.35056274,10.35056274,10.01281151,9.26002541
Census tract,Tract 3103,17031310300,1767,-87.6489782,41.8561439,12.937743,12.09013169,11.68522247,13.17209233,9.862728415,9.437563836,10.35965288,10.35965288,10.01792932,9.273066667
Census tract,Tract 3104,17031310400,1375,-87.6522613,41.8565069,12.91811,12.08586202,11.68672849,13.17699342,9.874480601,9.446463562,10.36679836,10.36679836,10.01915562,9.276108469945353
Census tract,Tract 3105,17031310500,1399,-87.65474,41.855248,12.91065,12.09427705,11.69176603,13.19742301,9.879444809,9.455953699,10.37838301,10.37838301,10.03754219,9.274254645
Census tract,Tract 3106,17031310600,5498,-87.6595637,41.856333,12.889451041092245,12.102652371150162,11.687099103809256,13.175360745931808,9.880097101095396,9.456088836746527,10.391036494934482,10.39105562,10.03798904,9.27922623
Census tract,Tract 3107,17031310700,1700,-87.6649061,41.8559903,12.874517,12.10627896,11.68346055,13.19507479,9.894367486,9.475467397,10.39867397,10.39867397,10.05092575,9.295698634
Census tract,Tract 3108,17031310800,4175,-87.6685737,41.8559337,12.861897,12.10478497,11.68042356,13.19155699,9.903352459,9.483929315,10.42776521,10.42776521,10.05558466,9.300498907
Census tract,Tract 3109,17031310900,4781,-87.6746741,41.8557716,12.838116,12.11284754,11.67567096,13.18068767,9.909701366,9.486536438,10.42552575,10.42552575,10.07925479,9.319598087431688
Census tract,Tract 3201.01,17031320101,9532,-87.617059,41.8850259,12.827250006345652,11.987134577857496,11.604844188143659,13.084314036217275,9.750580509644076,9.314282081054344,10.175242253884832,10.17586082,9.840106575342467,9.100128689
Census tract,Tract 3201.02,17031320102,4846,-87.6241944,41.8851249,12.828087568732427,11.987955932999723,11.605575503848886,13.085483338093786,9.751128286914737,9.315045518607024,10.17597396567228,10.17586082,9.840106575342467,9.112034153
Census tract,Tract 3204,17031320400,2856,-87.6172556,41.875817,12.847143,12.02008579,11.64723562,13.11269918,9.778520219,9.341503562,10.22036548,10.22036548,9.887486027,9.131684973
Census tract,Tract 3206,17031320600,6395,-87.6165962,41.8705542,12.878572,12.03394399,11.67256959,13.15079973,9.804372951,9.358548767,10.25056712,10.25056712,9.903728219,9.160924316939893
Census tract,Tract 3301.01,17031330101,4592,-87.613225,41.8591203,12.992963403954903,12.062306298624867,11.708960770483374,13.171370684472466,9.820270653357534,9.377939994021373,10.274817577837227,10.27472247,9.947049863,9.198815301
Census tract,Tract 3301.02,17031330102,10811,-87.6239883,41.8635721,12.992916,12.06230546,11.70895863,13.17132767,9.820211202,9.377883562,10.27472247,10.27472247,9.947049863,9.201141257
Census tract,Tract 3301.03,17031330103,8248,-87.6234172,41.8564796,12.992916,12.06230546,11.70895863,13.171327670000002,9.820211202,9.377883562,10.27472247,10.27472247,9.947049863,9.218887978
Census tract,Tract 3302,17031330200,4008,-87.630568,41.8655783,12.941547,12.0595877,11.68296329,13.15987863,9.835832787,9.39742137,10.30557973,10.30557973,9.949546849,9.213930601
Census tract,Tract 3403,17031340300,1865,-87.6357882,41.8428046,12.945628404280345,12.07499602535513,11.705743520766342,13.207154365833912,9.856911934,9.432962208454866,10.356683277786988,10.35667534,10.03062548,9.283083333
Census tract,Tract 3404,17031340400,1844,-87.6320356,41.8418857,12.955448,12.06917213,11.70298329,13.22076521,9.856775137,9.422018356,10.35050219,10.35050219,10.0162389,9.288560109
Census tract,Tract 3405,17031340500,1629,-87.6329169,41.8345181,12.929686,12.08209372,11.71453863,13.22178685,9.868193989,9.43056,10.36550192,10.36550192,10.04101452,9.300774863
Census tract,Tract 3406,17031340600,1151,-87.6326516,41.8272864,12.957553479763847,12.073891410903608,11.705189685381974,13.229487049228004,9.858577206371931,9.427016540165273,10.365953674856703,10.36504411,10.05390521,9.321031421
Census tract,Tract 3501,17031350100,2228,-87.6079492,41.840259,12.942725,12.04467213,11.70227205,13.20617863,9.82554153,9.385978356,10.29853644,10.29853644,9.968020548,9.233080601
Census tract,Tract 3504,17031350400,1512,-87.6283695,41.8419291,12.965786,12.07257022,11.69989616,13.20234959,9.84727541,9.423418356,10.34036658,10.34036658,10.0134189,9.275970765
Census tract,Tract 3510,17031351000,3640,-87.6065282,41.8355675,12.928071,12.04118798,11.70201534,13.20883205,9.822244809,9.384380274,10.29511205,10.29511205,9.981503836,9.247247268
Census tract,Tract 3511,17031351100,2038,-87.6141894,41.827754,12.940782,12.04648415,11.68203836,13.21684466,9.82216776,9.395916438,10.32162822,10.32162822,9.996689315,9.286030327868852
Census tract,Tract 3514,17031351400,1392,-87.6240909,41.8274019,12.906427,12.05993142,11.70458658,13.22669397,9.842583333,9.424560274,10.35300521,10.35300521,10.03050137,9.305978961748632
Census tract,Tract 3515,17031351500,823,-87.6277309,41.8272402,12.904401,12.07255492,11.70022877,13.21611425,9.851269945,9.424536164,10.35524247,10.35524247,10.04261014,9.325828142
Census tract,Tract 3602,17031360200,1651,-87.6098876,41.8268855,12.937806,12.03739235,11.68882904,13.21559616,9.805648634,9.384032603,10.3007811,10.3007811,9.985340274,9.287029508
Census tract,Tract 3801,17031380100,2207,-87.6100974,41.8202019,12.896826,12.0181623,11.68050877,13.21873178,9.801343716,9.388053151,10.31526986,10.31526986,10.00447644,9.301466393
Census tract,Tract 3802,17031380200,2408,-87.6149861,41.820574,12.899405,12.03685246,11.68418466,13.2406337,9.823929235,9.407823836,10.33808192,10.33808192,10.01034767,9.302397814
Census tract,Tract 3806,17031380600,3947,-87.6229356,41.820151,12.897093382716049,12.047314837901233,11.692027748518518,13.227548246358024,9.838844744617282,9.420342460518519,10.358004066296296,10.35211479,10.03469342,9.321036066
Census tract,Tract 3812,17031381200,2077,-87.6139992,41.8085114,12.845492,12.02206858,11.67041671,13.24259973,9.822563388,9.403792329,10.33798521,10.33798521,10.04364438,9.338256011
Census tract,Tract 3814,17031381400,1796,-87.6214298,41.8076202,12.836809,12.04228197,11.68871178,13.23693178,9.838521585,9.425273425,10.36244055,10.36244055,10.06717836,9.355004918
Census tract,Tract 3815,17031381500,667,-87.6228619,41.8101927,12.85492,12.0481388,11.69143507,13.2341389,9.84423388,9.422428493,10.35273205,10.35273205,10.06099589,9.349220219
Census tract,Tract 3817,17031381700,18,-87.6274463,41.8055502,,,,,,,10.39027123,10.39027123,10.08497918,9.373599453551908
Census tract,Tract 3818,17031381800,1462,-87.6211978,41.8038481,12.818365,12.04357842,11.68801671,13.24341315,9.837738251,9.417259726,10.36898603,10.36898603,10.06825452,9.362996995
Census tract,Tract 3819,17031381900,1106,-87.6138885,41.8039557,12.820555,12.03108333,11.68039479,13.24356438,9.81925765,9.406504384,10.3400937,10.3400937,10.04108493,9.351036339
Census tract,Tract 3901,17031390100,1553,-87.5905449,41.8135545,12.855036,11.97496967,11.65337151,13.20686548,9.77532377,9.338153425,10.26216192,10.26216192,9.961273973,9.268217213114752
Census tract,Tract 3902,17031390200,1883,-87.5994765,41.813041,12.85743,11.99447295,11.66477397,13.2110611,9.785330874,9.366530685,10.28355452,10.28355452,9.988623014,9.29405929
Census tract,Tract 3903,17031390300,2617,-87.6042089,41.8132006,12.861863,12.00625792,11.67654329,13.22430986,9.796720219,9.37418411,10.30040959,10.30040959,9.998324384,9.298080327868853
Census tract,Tract 3904,17031390400,2871,-87.6040582,41.8059243,12.829525,12.00139235,11.66217699,13.23812164,9.792444809,9.379859178,10.30314603,10.30314603,10.01567945,9.32003224
Census tract,Tract 3905,17031390500,1666,-87.5991987,41.8059781,12.822346,11.98484754,11.65691699,13.22213644,9.790530601,9.355049589,10.28635644,10.28635644,10.00010658,9.308457923
Census tract,Tract 3906,17031390600,1994,-87.5943504,41.8060181,12.817638,11.97101339,11.64558822,13.22292658,9.77142623,9.342844658,10.26462548,10.26462548,9.982734795,9.298657923
Census tract,Tract 3907,17031390700,6532,-87.5804887,41.8040164,12.797666,11.9547153,11.62863562,13.21244329,9.750062022,9.326662466,10.24742986,10.24742986,9.958206027,9.262330874
Census tract,Tract 4003,17031400300,1504,-87.6112728,41.789754,12.777175,12.01334699,11.68530082,13.25396247,9.824413388,9.410916986,10.35428904,10.35428904,10.06866384,9.381963115
Census tract,Tract 4004,17031400400,1995,-87.6183211,41.7911261,12.774803,12.0176306,11.67615014,13.25399808,9.822680601,9.419601644,10.37594329,10.37594329,10.09521836,9.391599180327868
Census tract,Tract 4005,17031400500,2372,-87.6231791,41.7910414,12.774116,12.04365137,11.68273726,13.25712329,9.841560656,9.42784,10.38845205,10.38845205,10.10508411,9.417224590163928
Census tract,Tract 4008,17031400800,3178,-87.620558,41.7828633,12.683777,12.02720137,11.67939973,13.25132247,9.841061475,9.432935068,10.3977189,10.3977189,10.11622274,9.423280055
Census tract,Tract 4101,17031410100,2272,-87.5810259,41.8015822,12.783747,11.95170383,11.63092767,13.20172795,9.744830055,9.323662466,10.24179644,10.24179644,9.960301918,9.277818306
Census tract,Tract 4102,17031410200,1165,-87.5942651,41.8016709,12.798648,11.97313743,11.65094767,13.22112411,9.773946721,9.343603836,10.27441452,10.27441452,9.988886027,9.311745082
Census tract,Tract 4105,17031410500,2922,-87.6037423,41.7978308,12.794408,11.98823361,11.6638274,13.22415699,9.795033607,9.375949863,10.31763479,10.31763479,10.03444521,9.34175082
Census tract,Tract 4106,17031410600,2371,-87.5989422,41.7979687,12.793733,11.97824973,11.65504164,13.22990137,9.789721585,9.368722466,10.30351041,10.30351041,10.01451562,9.32897377
Census tract,Tract 4107,17031410700,2399,-87.5941996,41.7980493,12.78672,11.96197842,11.63555644,13.21932521,9.767274044,9.347814247,10.27073644,10.27073644,9.997412877,9.322985792
Census tract,Tract 4108,17031410800,2993,-87.5896248,41.7979614,12.769358,11.95104672,11.6440137,13.21172521,9.753187158,9.334176438,10.2655189,10.2655189,9.977887123287672,9.313788525
Census tract,Tract 4109,17031410900,3670,-87.5780937,41.7967097,12.763856,11.92851885,11.64288849,13.20121753,9.74584153,9.318187123,10.23542055,10.23542055,9.963605753,9.274397268
Census tract,Tract 4110,17031411000,3902,-87.577462,41.7872267,12.739273,11.92563197,11.62559616,13.21331699,9.735823224,9.327272603,10.24877918,10.24877918,9.973847945,9.293961749
Census tract,Tract 4111,17031411100,2379,-87.5897008,41.7904552,12.754143131693448,11.954285486844919,11.631594989712374,13.22692879517048,9.771408578,9.339234644,10.271486344068279,10.27148767,10.00234082,9.332912295
Census tract,Tract 4112,17031411200,1713,-87.5940171,41.7905618,12.751848,11.9567041,11.6546337,13.22669315,9.770102459,9.356711233,10.28876082,10.28876082,10.01102849,9.338873497
Census tract,Tract 4201,17031420100,1642,-87.5795042,41.7825689,12.70253,11.93354781,11.62140329,13.23221041,9.737762842,9.324374247,10.26205205,10.26205205,10.00247973,9.319435792349728
Census tract,Tract 4202,17031420200,1781,-87.5935208,41.783468,12.704037,11.96306803,11.6350337,13.23979479,9.773631967,9.353860548,10.30846904,10.30846904,10.02695041,9.361599727
Census tract,Tract 4203,17031420300,2818,-87.598697,41.7832241,12.712656,11.97184754,11.65005397,13.24797014,9.782030874,9.377834247,10.32239808,10.32239808,10.04539589,9.378611749
Census tract,Tract 4204,17031420400,1544,-87.6035584,41.7831699,12.714781,11.98522322,11.65928712,13.25427863,9.797006011,9.397986301,10.34390548,10.34390548,10.06091562,9.384578142
Census tract,Tract 4205,17031420500,2053,-87.6084261,41.7831002,12.713231,11.99753388,11.67627452,13.25099781,9.813943716,9.397143562,10.35756192,10.35756192,10.07666822,9.403931148
Census tract,Tract 4206,17031420600,2524,-87.6132777,41.7830135,12.717882,12.00948852,11.67606849,13.26093479,9.816522951,9.423520548,10.37238795,10.37238795,10.09510767,9.403665847
Census tract,Tract 4207,17031420700,3021,-87.6106933,41.7766914,12.700551,12.00381667,11.65924795,13.25987425,9.821302732,9.411633699,10.37287616,10.37287616,10.10190658,9.426847268
Census tract,Tract 4208,17031420800,2457,-87.6032569,41.7769097,12.697398,11.99161311,11.66256712,13.26181836,9.805043169,9.394192055,10.35667178,10.35667178,10.07747288,9.405537978
Census tract,Tract 4212,17031421200,1405,-87.6089474,41.7706621,12.686694,11.99509672,11.6770926,13.27052466,9.815161749,9.416036986,10.38239452,10.38239452,10.10929151,9.440181420765033
Census tract,Tract 4301.01,17031430101,4091,-87.573953,41.7698532,12.641001,11.8902224,11.60853589,13.22478521,9.733031148,9.311413699,10.24904849,10.24904849,9.991541644,9.346158469945347
Census tract,Tract 4301.02,17031430102,3104,-87.5638143,41.7689528,12.61275,11.86665082,11.60596959,13.21413151,9.701601366,9.290512603,10.21992438,10.21992438,9.967117534,9.326599727
Census tract,Tract 4302,17031430200,5086,-87.5813509,41.7697613,12.654835,11.92154235,11.6211611,13.23374164,9.739279781,9.337049589,10.28239836,10.28239836,10.01426164,9.370367486
Census tract,Tract 4303,17031430300,2558,-87.5893601,41.7697163,12.65515,11.94286175,11.64596137,13.25250082,9.77585765,9.365348493,10.31218027,10.31218027,10.05306959,9.396800546448087
Census tract,Tract 4304,17031430400,3031,-87.5903098,41.7621961,12.624799,11.94291284,11.64222986,13.25857616,9.771956011,9.365461644,10.33651205,10.33651205,10.07188356,9.423652732
Census tract,Tract 4305,17031430500,4098,-87.58127,41.7643139,12.615924,11.91725464,11.63274274,13.25032164,9.744551093,9.33319589,10.2933937,10.2933937,10.03298685,9.394977869
Census tract,Tract 4306,17031430600,1670,-87.571373,41.7644133,12.601097,11.88830984,11.61336219,13.23195068,9.719300273,9.30622411,10.25549973,10.25549973,10.00564986,9.366754918
Census tract,Tract 4307,17031430700,2175,-87.5608903,41.7652716,12.602476,11.86872623,11.59361041,13.20777753,9.689281421,9.285996438,10.21022192,10.21022192,9.959008767,9.325070492
Census tract,Tract 4308,17031430800,1862,-87.5712983,41.76075,12.597713,11.88439454,11.60195507,13.23675507,9.722726776,9.307999726,10.26356658,10.26356658,10.00483096,9.364849727
Census tract,Tract 4309,17031430900,1797,-87.5811851,41.760641,12.610882,11.92198716,11.63661233,13.23959041,9.740123224,9.346982466,10.29549753,10.29549753,10.04193562,9.399404918
Census tract,Tract 4312,17031431200,2898,-87.5711843,41.7553011,12.573331,11.88047213,11.60923808,13.22323233,9.712055191,9.314884932,10.26505589,10.26505589,10.01639233,9.389163934426232
Census tract,Tract 4313.01,17031431301,3590,-87.5601871,41.7535302,12.572155,11.85049754,11.59718493,13.21274548,9.679833607,9.280569863,10.22617863,10.22617863,9.979875616,9.365328689
Census tract,Tract 4313.02,17031431302,4351,-87.5627859,41.7583855,12.574587,11.87030164,11.6026274,13.21062986,9.689617486,9.28646137,10.22443041,10.22443041,9.983032329,9.357016667
Census tract,Tract 4314,17031431400,6716,-87.546555,41.7572084,12.554459,11.8223265,11.56889726,13.21179288,9.660309016,9.247483288,10.18075699,10.18075699,9.943089041,9.310210655737707
Census tract,Tract 4401.01,17031440101,4171,-87.6014512,41.7486271,12.550546,11.9668418,11.65738904,13.28836301,9.80350847,9.408673425,10.39892603,10.39892603,10.14323452,9.486431421
Census tract,Tract 4401.02,17031440102,3633,-87.6011636,41.7409356,12.576597,11.95787732,11.66017096,13.29400493,9.792265027,9.408645753,10.40172055,10.40172055,10.15322521,9.502554645
Census tract,Tract 4402.01,17031440201,5054,-87.6100739,41.7482097,12.542352,11.99059344,11.67664384,13.29022082,9.818146721,9.431138356,10.41228466,10.41228466,10.17460466,9.503560929
Census tract,Tract 4402.02,17031440202,3525,-87.609762,41.7409599,12.570455,11.9855123,11.66193507,13.30832082,9.819829235,9.427048767,10.42084274,10.42084274,10.17660986,9.517001092896168
Census tract,Tract 4403,17031440300,4677,-87.6195424,41.7437212,12.613138,11.9980235,11.67508658,13.29134822,9.830268579,9.451704932,10.45704384,10.45704384,10.20534137,9.534172951
Census tract,Tract 4406,17031440600,1996,-87.6191373,41.7326718,12.606476,11.98487514,11.66635808,13.28822685,9.828641803,9.438328219,10.44847507,10.44847507,10.20495616,9.565481693989073
Census tract,Tract 4407,17031440700,1497,-87.6096294,41.7347514,12.613172,11.96833798,11.66384137,13.28670767,9.811110383,9.421956712,10.42987068,10.42987068,10.18388986,9.536845902
Census tract,Tract 4408,17031440800,1620,-87.603328,41.7317114,12.558821,11.95360164,11.65848904,13.29278658,9.792506557,9.418291781,10.41418658,10.41418658,10.17251205,9.529215027
Census tract,Tract 4409,17031440900,2462,-87.6090057,41.728669,12.600679,11.96539973,11.65470767,13.30101534,9.806618579,9.41468,10.43320329,10.43320329,10.18360849,9.55865847
Census tract,Tract 4503,17031450300,3252,-87.5790892,41.7419438,12.540198,11.90354918,11.62535973,13.27216493,9.735529781,9.348324384,10.31606932,10.31606932,10.08304822,9.453152732
Census tract,Tract 4601,17031460100,2840,-87.5367253,41.7478345,12.507078,11.79313661,11.55215068,13.21631452,9.640342896,9.225979178,10.16042082,10.16042082,9.929651506849313,9.31846694
Census tract,Tract 4602,17031460200,1948,-87.5470101,41.7413872,12.527089,11.81394016,11.57113233,13.21294301,9.656892623,9.239913973,10.19035781,10.19035781,9.951779726,9.365550546448087
Census tract,Tract 4603.01,17031460301,2987,-87.5563673,41.7400264,12.5467,11.84414098,11.59370795,13.23665151,9.678139891,9.28443726,10.23828438,10.23828438,9.999987123287672,9.394843443
Census tract,Tract 4603.02,17031460302,3282,-87.5573879,41.747084,12.559768,11.83811913,11.58034301,13.23357945,9.674810109,9.273189041,10.22353973,10.22353973,9.988436164,9.376512568
Census tract,Tract 4604,17031460400,3411,-87.5636922,41.7444903,12.5632,11.86275027,11.60183507,13.23760192,9.689413388,9.301227397,10.25498877,10.25498877,10.02232329,9.396361475
Census tract,Tract 4605,17031460500,5400,-87.5726041,41.7468819,12.57465,11.89008579,11.62201726,13.25819205,9.727515574,9.326970411,10.28866767,10.28866767,10.04725507,9.414154645
Census tract,Tract 4608,17031460800,3639,-87.5531842,41.7356005,12.535789303030304,11.82979293564394,11.586481821060607,13.229537239696969,9.664135883,9.271884380575758,10.228272143863636,10.21715753,9.991216986301367,9.402957377
Census tract,Tract 4610,17031461000,1460,-87.5465424,41.7273925,12.523054,11.81174317,11.58631397,13.23893671,9.65993224,9.260731781,10.21358822,10.21358822,9.997252876712333,9.405599453551908
Census tract,Tract 4701,17031470100,2527,-87.5964894,41.7282207,12.546981,11.93805656,11.64246274,13.28233205,9.780017213,9.397607397,10.39068438,10.39068438,10.15958712,9.529808743
